Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;V;V_0%;V_100%;EFA;EFA_0%;EFA_100%;V_weighted;V_weighted_0%;V_weighted_100%;EFA_weighted;EFA_weighted_0%;EFA_weighted_100%;AmbientCondPattern;EFA_WTT;EFA_WTT_0%;EFA_WTT_100%;EFA_WTW;EFA_WTW_0%;EFA_WTW_100%;EFA_WTW_100%
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;1423810;RT >32t Euro-I;diesel;RT >32t;HGV D Euro-I;929472.625;4.30E-05;12.21642113;12.35109329;12.08870697;7.752354145;6.563135624;8.918926239;12.30854416;12.37026978;12.23582363;1.383059025;1.224091887;1.531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;1423830;RT >32t Euro-III;diesel;RT >32t;HGV D Euro-III;790419.4375;0.000696347;12.29073715;12.35503674;12.22607231;7.029972076;6.16763401;7.869035721;12.30854416;12.37026978;12.23582363;1.383059025;1.224091887;1.531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;1425110;TT/AT >20-28t Euro-I;diesel;TT/AT >20-28t;HGV D Euro-I;646733.8125;0.000163136;12.32646942;12.3637104;12.28145313;5.789453983;5.358930111;6.267982483;12.30854416;12.37026978;12.23582363;1.383059025;1.224091887;1.531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;1425130;TT/AT >20-28t Euro-III;diesel;TT/AT >20-28t;HGV D Euro-III;594006.1875;0.003172648;12.3466568;12.37195396;12.31275749;5.739448547;5.448274136;6.004669189;12.30854416;12.37026978;12.23582363;1.383059025;1.224091887;1.531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;1425210;TT/AT >28-34t Euro-I;diesel;TT/AT >28-34t;HGV D Euro-I;542260.4375;1.36E-05;12.22112179;12.33055687;12.11373329;6.685118198;5.743261814;7.564723492;12.30854416;12.37026978;12.23582363;1.383059025;1.224091887;1.531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;1425230;TT/AT >28-34t Euro-III;diesel;TT/AT >28-34t;HGV D Euro-III;497753.9688;0.000231288;12.27175426;12.3551054;12.1589632;6.363806725;5.794753075;6.985321045;12.30854416;12.37026978;12.23582363;1.383059025;1.224091887;1.531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;1425310;TT/AT >34-40t Euro-I;diesel;TT/AT >34-40t;HGV D Euro-I;1579901.125;8.32E-05;12.2173357;12.3309412;12.18170357;7.467654705;6.19862318;8.740873337;12.30854416;12.37026978;12.23582363;1.383059025;1.224091887;1.531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0%;1425330;TT/AT >34-40t Euro-III;diesel;TT/AT >34-40t;HGV D Euro-III;1447086.75;0.004030999;12.2752533;12.37187386;12.17329884;7.062550545;6.150642395;8.01364994;12.30854416;12.37026978;12.23582363;1.383059025;1.224091887;1.531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423110;RT <=7.5t Euro-I;diesel;RT ²7,5t;HGV D Euro-I;790268;0.001992239;38.18581009;38.18581009;38.18581009;3.350929499;3.125327826;3.583615065;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423130;RT <=7.5t Euro-III;diesel;RT ²7,5t;HGV D Euro-III;686009.8125;0.016024211;38.18581009;38.18581009;38.18581009;2.830123425;2.667870522;2.9969666;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423210;RT >7,5-12t Euro-I;diesel;RT >7,5-12t;HGV D Euro-I;1007905.438;0.000396565;38.18097687;38.18581009;38.17131805;4.210562706;3.668553114;4.774529934;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423230;RT >7,5-12t Euro-III;diesel;RT >7,5-12t;HGV D Euro-III;870967.8125;0.003007169;38.18574524;38.18581009;38.18561935;3.629936218;3.256779671;4.010360241;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423310;RT >12-14t Euro-I;diesel;RT >12-14t;HGV D Euro-I;394653.4063;7.00E-05;38.10468674;38.18581009;37.9736824;4.706416607;4.010812283;5.4252038;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423330;RT >12-14t Euro-III;diesel;RT >12-14t;HGV D Euro-III;344857.7188;0.000289917;38.18060303;38.18581009;38.17019653;3.997524023;3.52563715;4.490006924;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423410;RT >14-20t Euro-I;diesel;RT >14-20t;HGV D Euro-I;766040.1875;0.000115294;38.08395386;38.1848526;37.96131516;5.546982288;4.562114716;6.536779881;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423430;RT >14-20t Euro-III;diesel;RT >14-20t;HGV D Euro-III;659932.5;0.001426681;38.13716507;38.18577194;38.0408783;4.712047577;4.033422947;5.399168491;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423510;RT >20-26t Euro-I;diesel;RT >20-26t;HGV D Euro-I;1281293;5.47E-05;38.17467117;38.18581009;38.15283585;7.892127991;6.357727051;9.467336655;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423530;RT >20-26t Euro-III;diesel;RT >20-26t;HGV D Euro-III;1103041.25;0.001076686;38.18114853;38.18581009;38.17183304;6.847408772;5.763120174;7.951234818;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423610;RT >26-28t Euro-I;diesel;RT >26-28t;HGV D Euro-I;1136962.375;2.33E-06;38.13260269;38.18571854;38.10723495;8.241884232;6.525630951;9.977653503;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423630;RT >26-28t Euro-III;diesel;RT >26-28t;HGV D Euro-III;955644.25;6.03E-05;38.17493057;38.18581009;38.15318298;7.363592625;6.092076778;8.661830902;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423710;RT >28-32t Euro-I;diesel;RT >28-32t;HGV D Euro-I;990090.9375;3.23E-05;38.14865494;38.18579483;38.12159729;9.390749931;7.207988262;11.60156059;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423730;RT >28-32t Euro-III;diesel;RT >28-32t;HGV D Euro-III;851132.75;0.000873261;38.15367126;38.18581009;38.08944321;8.168491364;6.542616844;9.830875397;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423810;RT >32t Euro-I;diesel;RT >32t;HGV D Euro-I;929472.625;4.30E-05;38.15382767;38.18579483;38.15419388;10.09155941;7.588524818;12.6225996;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1423830;RT >32t Euro-III;diesel;RT >32t;HGV D Euro-III;790419.4375;0.000696347;38.1552124;38.18581009;38.09408569;8.74273777;6.869231224;10.65335369;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1425110;TT/AT >20-28t Euro-I;diesel;TT/AT >20-28t;HGV D Euro-I;646733.8125;0.000163136;38.18534851;38.18581009;38.18458176;6.457487583;5.519498348;7.424897671;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1425130;TT/AT >20-28t Euro-III;diesel;TT/AT >20-28t;HGV D Euro-III;594006.1875;0.003172648;38.18581009;38.18581009;38.18581009;6.04908514;5.41126585;6.716361046;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1425210;TT/AT >28-34t Euro-I;diesel;TT/AT >28-34t;HGV D Euro-I;542260.4375;1.36E-05;38.13226318;38.18563461;38.05693436;8.518713951;6.467428207;10.58762646;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1425230;TT/AT >28-34t Euro-III;diesel;TT/AT >28-34t;HGV D Euro-III;497753.9688;0.000231288;38.16505051;38.18581009;38.13729477;7.578934669;6.078935623;9.104037285;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1425310;TT/AT >34-40t Euro-I;diesel;TT/AT >34-40t;HGV D Euro-I;1579901.125;8.32E-05;38.13783264;38.18572617;38.07258606;10.01134586;7.292765141;12.75346565;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0%;1425330;TT/AT >34-40t Euro-III;diesel;TT/AT >34-40t;HGV D Euro-III;1447086.75;0.004030999;38.14850998;38.18581009;38.07407761;8.69950676;6.732568264;10.70513153;38.16640472;38.18578339;38.13743973;2.29156208;2.659352541;2.110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423110;RT <=7.5t Euro-I;diesel;RT ²7,5t;HGV D Euro-I;790268;0.001992239;12.36620617;12.37195396;12.3548317;7.149848938;6.640577316;7.675777912;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423130;RT <=7.5t Euro-III;diesel;RT ²7,5t;HGV D Euro-III;686009.8125;0.016024211;12.35961056;12.37185574;12.34478378;6.754115582;6.295592308;7.227485657;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423210;RT >7,5-12t Euro-I;diesel;RT >7,5-12t;HGV D Euro-I;1007905.438;0.000396565;12.31116295;12.36195564;12.26998615;8.842626572;7.402217388;10.2703371;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423230;RT >7,5-12t Euro-III;diesel;RT >7,5-12t;HGV D Euro-III;870967.8125;0.003007169;12.33217525;12.37195396;12.2903595;8.356912613;7.258430004;9.502378464;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423310;RT >12-14t Euro-I;diesel;RT >12-14t;HGV D Euro-I;394653.4063;7.00E-05;12.26713085;12.3128376;12.22812843;10.24960041;8.534085274;11.98021317;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423330;RT >12-14t Euro-III;diesel;RT >12-14t;HGV D Euro-III;344857.7188;0.000289917;12.29418373;12.36174297;12.1998415;9.791071892;8.370923996;11.22119045;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423410;RT >14-20t Euro-I;diesel;RT >14-20t;HGV D Euro-I;766040.1875;0.000115294;12.17180634;12.23037338;12.1204071;13.08070183;10.8295126;15.26399899;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423430;RT >14-20t Euro-III;diesel;RT >14-20t;HGV D Euro-III;659932.5;0.001426681;12.26782417;12.31162453;12.22124958;11.50716019;9.782586098;13.23555088;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423510;RT >20-26t Euro-I;diesel;RT >20-26t;HGV D Euro-I;1281293;5.47E-05;12.22057247;12.32159996;12.11082268;17.66426849;14.15451336;21.29640007;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423530;RT >20-26t Euro-III;diesel;RT >20-26t;HGV D Euro-III;1103041.25;0.001076686;12.31480885;12.37195396;12.25042534;15.67431068;12.93334103;18.40056992;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423610;RT >26-28t Euro-I;diesel;RT >26-28t;HGV D Euro-I;1136962.375;2.33E-06;12.21286678;12.32230473;12.09619141;18.30406952;14.4060812;22.16597557;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423630;RT >26-28t Euro-III;diesel;RT >26-28t;HGV D Euro-III;955644.25;6.03E-05;12.30580711;12.35531616;12.22965908;16.56510353;13.51186943;19.67150497;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423710;RT >28-32t Euro-I;diesel;RT >28-32t;HGV D Euro-I;990090.9375;3.23E-05;12.21949863;12.34231663;12.11730194;20.86323547;15.98108196;25.68024826;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423730;RT >28-32t Euro-III;diesel;RT >28-32t;HGV D Euro-III;851132.75;0.000873261;12.28621483;12.35507679;12.21366596;18.44213104;14.51440525;22.40036583;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423810;RT >32t Euro-I;diesel;RT >32t;HGV D Euro-I;929472.625;4.30E-05;12.21642113;12.35109329;12.08870697;22.5317173;16.86969566;28.18134689;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1423830;RT >32t Euro-III;diesel;RT >32t;HGV D Euro-III;790419.4375;0.000696347;12.29073715;12.35503674;12.22607231;19.76364899;15.27473831;24.26301765;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1425110;TT/AT >20-28t Euro-I;diesel;TT/AT >20-28t;HGV D Euro-I;646733.8125;0.000163136;12.32646942;12.3637104;12.28145313;14.30551529;12.03826904;16.59409523;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1425130;TT/AT >20-28t Euro-III;diesel;TT/AT >20-28t;HGV D Euro-III;594006.1875;0.003172648;12.3466568;12.37195396;12.31275749;13.31835365;11.61790562;15.06178379;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1425210;TT/AT >28-34t Euro-I;diesel;TT/AT >28-34t;HGV D Euro-I;542260.4375;1.36E-05;12.22112179;12.33055687;12.11373329;19.11112404;14.44992352;23.68552017;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1425230;TT/AT >28-34t Euro-III;diesel;TT/AT >28-34t;HGV D Euro-III;497753.9688;0.000231288;12.27175426;12.3551054;12.1589632;17.33046341;13.46993065;21.26675224;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1425310;TT/AT >34-40t Euro-I;diesel;TT/AT >34-40t;HGV D Euro-I;1579901.125;8.32E-05;12.2173357;12.3309412;12.18170357;22.53096771;16.37189865;28.55986404;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0%;1425330;TT/AT >34-40t Euro-III;diesel;TT/AT >34-40t;HGV D Euro-III;1447086.75;0.004030999;12.2752533;12.37187386;12.17329884;20.09911537;15.13295841;25.10298538;12.30854416;12.37026978;12.23582363;6.721096516;5.894152164;7.467396259;;;;;;;;
