Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;EFA;EFA_weighted;EFA_km;EFA_km_weighted;EFA_WTT;EFA_WTT_km;EFA_WTW;EFA_WTW_km
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.576241195;0.61402595;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,3-4h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.419092417;0.61402595;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.733479738;0.784096003;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,4-5h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.533271432;0.784096003;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0.896475196;0.958339512;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,5-6h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.651776195;0.958339512;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;1.059470654;1.132583141;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,6-7h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.770280898;1.132583141;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;1.22246623;1.306826711;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,7-8h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.88878572;1.306826711;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;1.385461688;1.481069922;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,8-9h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.007290483;1.481069922;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;1.548457265;1.65531373;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,9-10h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.125795245;1.65531373;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;1.711452603;1.829557061;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,10-11h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.244300008;1.829557061;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;1.87444818;2.003800631;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,11-12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.36280477;2.003800631;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;1.956728458;2.091758966;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;FC_MJ;Urban;TØ,>12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.422626138;2.091758966;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,0-1h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.000590066;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,0-1h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.006542633;0.000590066;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,1-2h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.001017269;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,1-2h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.010565756;0.001017269;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,2-3h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.001123909;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,2-3h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.011550353;0.001123909;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,3-4h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.00126467;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,3-4h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.01298322;0.00126467;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,4-5h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.001381637;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,4-5h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.014186059;0.001381637;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,5-6h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.001480618;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,5-6h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.015222673;0.001480618;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,6-7h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.00158373;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,6-7h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.016305648;0.00158373;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,7-8h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.001691235;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,7-8h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.017438157;0.001691235;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,8-9h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.001803415;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,8-9h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.018623672;0.001803415;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,9-10h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.001920577;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,9-10h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.019866003;0.001920577;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,10-11h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.002043054;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,10-11h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.021169322;0.002043054;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,11-12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.002171212;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,11-12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.02253823;0.002171212;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,>12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.002237347;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,>12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.023246547;0.002237347;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,0-1h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.001153914;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,0-1h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.016526239;0.001153914;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,1-2h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.002360891;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,1-2h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.029082537;0.002360891;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,2-3h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.002732825;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,2-3h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.032233175;0.002732825;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,3-4h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.003088981;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,3-4h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.036281519;0.003088981;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,4-5h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.003372615;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,4-5h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.039635461;0.003372615;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,5-6h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.00359367;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,5-6h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.042458113;0.00359367;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,6-7h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.003820826;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,6-7h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.045396022;0.003820826;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,7-8h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.004054214;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,7-8h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.048456259;0.004054214;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,8-9h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.004293947;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,8-9h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.051646456;0.004293947;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,9-10h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.004540117;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,9-10h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.054974888;0.004540117;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,10-11h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.004792784;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,10-11h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.058450516;0.004792784;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,11-12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.005051963;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,11-12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.062083073;0.005051963;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,>12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;0.005183788;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PM;Urban;TØ,>12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;0.063956052;0.005183788;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,0-1h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;2.334E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,0-1h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;3.10336E+12;2.334E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,1-2h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;3.95779E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,1-2h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;5.01035E+12;3.95779E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,2-3h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;4.36131E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,2-3h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;5.47701E+12;4.36131E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,3-4h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;4.90626E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,3-4h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;6.15643E+12;4.90626E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,4-5h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;5.36022E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,4-5h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;6.7268E+12;5.36022E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,5-6h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;5.74611E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,5-6h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;7.21838E+12;5.74611E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,6-7h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;6.14839E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,6-7h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;7.73196E+12;6.14839E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,7-8h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;6.56812E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,7-8h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;8.26903E+12;6.56812E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,8-9h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;7.00645E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,8-9h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;8.83125E+12;7.00645E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,9-10h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;7.46463E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,9-10h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;9.42042E+12;7.46463E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,10-11h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;7.94403E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,10-11h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.00385E+13;7.94403E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,11-12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;8.44614E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,11-12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.06877E+13;8.44614E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,>12h,0-1km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;8.70543E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,>12h,0-1km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.10237E+13;8.70543E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,0-1h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;4.84877E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,0-1h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;7.84968E+12;4.84877E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,1-2h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;9.60716E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,1-2h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.37999E+13;9.60716E+11;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,2-3h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;1.09883E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,2-3h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.52926E+13;1.09883E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,3-4h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;1.24063E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,3-4h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.7213E+13;1.24063E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,4-5h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;1.35475E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,4-5h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;1.88043E+13;1.35475E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,5-6h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;1.44563E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,5-6h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;2.01438E+13;1.44563E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,6-7h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;1.53935E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,6-7h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;2.15381E+13;1.53935E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,7-8h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;1.63604E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,7-8h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;2.29905E+13;1.63604E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,8-9h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;1.73579E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,8-9h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;2.45047E+13;1.73579E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,9-10h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;1.8387E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,9-10h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;2.60845E+13;1.8387E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,10-11h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;1.94487E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,10-11h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;2.77343E+13;1.94487E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,11-12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;2.05441E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,11-12h,1-2km;121930;PC diesel Euro-3;diesel;not specified;PC D Euro-3;348599.625;0.01882598;2.94587E+13;2.05441E+12;;;;;;
2020ColdDetailed[4.1];pass. car;2020;REF D HB41;PN;Urban;TØ,>12h,1-2km;111910;PC petrol Euro-1;petrol (4S);not specified;PC P Euro-1;268872.7813;0.007423429;0;2.11036E+12;;;;;;
