bin	count
0.0	74.0
2.0	1.0
6.0	2.0
8.0	3.0
12.0	2.0
16.0	1.0
26.0	2.0
34.0	1.0
36.0	2.0
42.0	2.0
48.0	2.0
56.0	1.0
60.0	1.0
62.0	2.0
64.0	1.0
70.0	1.0
92.0	1.0
98.0	1.0
116.0	1.0
132.0	1.0
134.0	1.0
136.0	1.0
156.0	1.0
162.0	1.0
168.0	1.0
182.0	1.0
184.0	1.0
190.0	1.0
220.0	1.0
222.0	1.0
224.0	2.0
246.0	1.0
264.0	1.0
272.0	2.0
302.0	1.0
310.0	1.0
312.0	1.0
330.0	1.0
338.0	1.0
354.0	1.0
376.0	1.0
378.0	2.0
392.0	1.0
396.0	1.0
426.0	1.0
464.0	1.0
476.0	1.0
496.0	2.0
520.0	1.0
592.0	1.0
596.0	1.0
610.0	1.0
612.0	1.0
622.0	1.0
628.0	1.0
632.0	1.0
664.0	1.0
756.0	1.0
760.0	1.0
766.0	1.0
798.0	1.0
822.0	1.0
826.0	1.0
844.0	1.0
894.0	1.0
902.0	1.0
910.0	1.0
912.0	1.0
916.0	1.0
1044.0	1.0
1142.0	1.0
1150.0	1.0
1188.0	1.0
1272.0	1.0
1284.0	1.0
1290.0	1.0
1340.0	1.0
1378.0	1.0
1398.0	1.0
1420.0	1.0
1436.0	1.0
1478.0	3.0
1484.0	1.0
1504.0	1.0
1516.0	1.0
1632.0	1.0
1796.0	2.0
1880.0	1.0
1930.0	1.0
1960.0	1.0
2054.0	1.0
2070.0	1.0
2104.0	1.0
2122.0	2.0
2184.0	1.0
2204.0	1.0
2280.0	1.0
2284.0	1.0
2300.0	1.0
2438.0	1.0
2476.0	1.0
2508.0	1.0
2620.0	1.0
2710.0	1.0
2714.0	1.0
2724.0	1.0
2730.0	1.0
2790.0	1.0
2838.0	1.0
2896.0	1.0
2922.0	1.0
2928.0	1.0
2960.0	1.0
3132.0	1.0
3240.0	1.0
3368.0	1.0
3372.0	1.0
3458.0	1.0
3476.0	1.0
3526.0	1.0
3538.0	1.0
3592.0	1.0
3768.0	1.0
3896.0	1.0
3916.0	1.0
4016.0	1.0
4028.0	1.0
4042.0	1.0
4120.0	1.0
4352.0	1.0
4416.0	1.0
4526.0	1.0
4572.0	1.0
4584.0	1.0
4598.0	1.0
4634.0	1.0
4772.0	1.0
4852.0	1.0
4988.0	1.0
5070.0	1.0
5136.0	1.0
5192.0	1.0
5324.0	1.0
5396.0	1.0
5416.0	1.0
5460.0	1.0
5578.0	1.0
5758.0	1.0
5822.0	1.0
5850.0	1.0
6120.0	1.0
6296.0	1.0
6352.0	1.0
6520.0	1.0
6560.0	1.0
6570.0	1.0
6668.0	1.0
6748.0	1.0
6762.0	1.0
6864.0	1.0
6880.0	1.0
6986.0	1.0
7070.0	1.0
7218.0	1.0
7324.0	1.0
7334.0	1.0
7768.0	1.0
7852.0	1.0
7886.0	1.0
8184.0	1.0
8226.0	1.0
8286.0	1.0
8392.0	1.0
8418.0	1.0
8646.0	2.0
8732.0	1.0
8808.0	1.0
9064.0	1.0
9176.0	1.0
9492.0	1.0
9524.0	1.0
9552.0	1.0
9574.0	1.0
9926.0	1.0
10394.0	1.0
10414.0	1.0
10456.0	1.0
10524.0	1.0
10576.0	1.0
10578.0	1.0
10782.0	1.0
10818.0	1.0
11054.0	1.0
11160.0	1.0
11308.0	1.0
11390.0	1.0
11424.0	1.0
11520.0	1.0
11656.0	1.0
12004.0	1.0
12154.0	1.0
12172.0	1.0
12178.0	1.0
12716.0	1.0
12724.0	1.0
12756.0	1.0
12840.0	1.0
12888.0	1.0
12900.0	1.0
13040.0	1.0
13044.0	1.0
13150.0	1.0
13436.0	1.0
13484.0	1.0
13500.0	1.0
13614.0	1.0
13790.0	1.0
13888.0	1.0
14274.0	1.0
14620.0	1.0
14728.0	1.0
14808.0	1.0
15058.0	1.0
15160.0	1.0
15216.0	1.0
15398.0	1.0
15480.0	1.0
15664.0	1.0
15676.0	1.0
15688.0	1.0
15774.0	1.0
15882.0	1.0
16268.0	1.0
16602.0	1.0
16734.0	1.0
16864.0	1.0
16902.0	1.0
16950.0	1.0
17392.0	1.0
17418.0	1.0
17614.0	1.0
17756.0	1.0
17914.0	1.0
18086.0	1.0
18140.0	1.0
18438.0	1.0
18826.0	1.0
19134.0	1.0
19282.0	1.0
19332.0	1.0
19714.0	1.0
19968.0	1.0
20166.0	1.0
20412.0	1.0
20474.0	1.0
21102.0	1.0
21422.0	1.0
22022.0	1.0
22056.0	1.0
22138.0	1.0
22184.0	1.0
22612.0	1.0
22692.0	1.0
22870.0	1.0
23118.0	1.0
23230.0	1.0
24348.0	1.0
24408.0	1.0
24630.0	1.0
25580.0	1.0
25914.0	1.0
25944.0	1.0
26034.0	1.0
26288.0	1.0
26292.0	1.0
26342.0	1.0
26382.0	1.0
26540.0	1.0
26548.0	1.0
26864.0	1.0
26898.0	1.0
26906.0	1.0
27022.0	1.0
27244.0	1.0
27490.0	1.0
27532.0	1.0
28258.0	1.0
28376.0	1.0
28744.0	1.0
28784.0	1.0
28858.0	2.0
28978.0	1.0
29090.0	1.0
29200.0	1.0
29434.0	1.0
29964.0	1.0
30068.0	1.0
30492.0	1.0
31052.0	1.0
31174.0	1.0
31958.0	1.0
32018.0	1.0
32022.0	1.0
32364.0	1.0
32432.0	1.0
32676.0	1.0
32964.0	1.0
33338.0	1.0
34360.0	1.0
35388.0	1.0
36518.0	1.0
36638.0	1.0
36696.0	1.0
37206.0	1.0
37258.0	1.0
37760.0	1.0
38188.0	1.0
38332.0	1.0
38646.0	1.0
38790.0	1.0
38862.0	1.0
39136.0	1.0
39602.0	1.0
39608.0	1.0
39762.0	1.0
40106.0	1.0
40208.0	1.0
40554.0	1.0
40958.0	1.0
41036.0	1.0
41126.0	1.0
41212.0	1.0
41240.0	1.0
41374.0	1.0
41652.0	1.0
42074.0	1.0
42100.0	1.0
42398.0	1.0
43084.0	1.0
43092.0	1.0
43902.0	1.0
44018.0	1.0
44280.0	1.0
44406.0	1.0
44464.0	1.0
44840.0	1.0
45970.0	1.0
46078.0	1.0
46474.0	1.0
46550.0	1.0
47170.0	2.0
47658.0	1.0
47800.0	1.0
47850.0	1.0
47918.0	1.0
49402.0	1.0
49826.0	1.0
50216.0	1.0
50420.0	1.0
50500.0	1.0
53004.0	1.0
53620.0	1.0
53916.0	1.0
54158.0	1.0
54702.0	1.0
54742.0	1.0
55384.0	1.0
56132.0	1.0
56664.0	1.0
56746.0	1.0
57048.0	1.0
57348.0	1.0
57418.0	1.0
57478.0	1.0
57596.0	1.0
57948.0	1.0
58028.0	1.0
60064.0	1.0
60200.0	1.0
60812.0	1.0
62276.0	1.0
65184.0	1.0
65620.0	1.0
65968.0	1.0
66282.0	1.0
66498.0	1.0
66660.0	1.0
66952.0	1.0
67400.0	1.0
67560.0	1.0
68138.0	1.0
68350.0	1.0
69566.0	1.0
69700.0	1.0
70040.0	1.0
70136.0	1.0
71586.0	1.0
72640.0	1.0
72706.0	1.0
73362.0	1.0
73990.0	1.0
75308.0	1.0
75324.0	1.0
75366.0	1.0
77612.0	1.0
77614.0	1.0
78686.0	1.0
79290.0	1.0
79706.0	1.0
81138.0	1.0
82302.0	1.0
82726.0	1.0
84230.0	1.0
85398.0	1.0
87160.0	1.0
87992.0	1.0
88714.0	1.0
88788.0	1.0
89186.0	1.0
89644.0	1.0
89658.0	1.0
89662.0	1.0
90760.0	1.0
91160.0	1.0
91842.0	1.0
92342.0	1.0
92356.0	1.0
92398.0	1.0
92708.0	1.0
93572.0	1.0
93644.0	1.0
94046.0	1.0
94578.0	1.0
94910.0	1.0
94952.0	1.0
97110.0	1.0
97128.0	1.0
97840.0	1.0
98436.0	1.0
99002.0	1.0
99736.0	1.0
101204.0	1.0
101712.0	1.0
101728.0	1.0
102448.0	1.0
102870.0	1.0
103574.0	1.0
103652.0	1.0
103964.0	1.0
106278.0	1.0
107082.0	1.0
107956.0	1.0
108120.0	1.0
109054.0	1.0
