bin	count
-2.13139913E9	1.0
-2.122433522E9	1.0
-2.112378394E9	1.0
-2.11151301E9	1.0
-2.107352996E9	1.0
-2.094482306E9	1.0
-2.07430945E9	1.0
-2.06040869E9	1.0
-2.055173966E9	1.0
-2.048882822E9	1.0
-2.04871594E9	1.0
-2.041910466E9	1.0
-2.030839476E9	1.0
-2.029138816E9	1.0
-2.024222482E9	1.0
-2.023870064E9	1.0
-2.015957274E9	1.0
-2.004301132E9	1.0
-2.000583906E9	1.0
-1.985744332E9	1.0
-1.985338812E9	1.0
-1.981489428E9	1.0
-1.976702952E9	1.0
-1.97289952E9	1.0
-1.967878396E9	1.0
-1.962239242E9	1.0
-1.958494704E9	1.0
-1.950965828E9	1.0
-1.950492182E9	1.0
-1.948676124E9	1.0
-1.932907774E9	1.0
-1.931763204E9	1.0
-1.930747722E9	1.0
-1.927432516E9	1.0
-1.92293794E9	1.0
-1.922543448E9	1.0
-1.921859478E9	1.0
-1.918840166E9	1.0
-1.915068764E9	1.0
-1.89427632E9	1.0
-1.887194494E9	1.0
-1.879336338E9	1.0
-1.8792908E9	1.0
-1.859852166E9	1.0
-1.859297232E9	1.0
-1.850970262E9	1.0
-1.849142E9	1.0
-1.844396714E9	1.0
-1.83913014E9	1.0
-1.829863672E9	1.0
-1.782775148E9	1.0
-1.765608386E9	1.0
-1.757392744E9	1.0
-1.75266277E9	1.0
-1.748496084E9	1.0
-1.700328392E9	1.0
-1.700323472E9	1.0
-1.677701482E9	1.0
-1.676126632E9	1.0
-1.669906712E9	1.0
-1.65881556E9	1.0
-1.645613698E9	1.0
-1.632864472E9	1.0
-1.627789784E9	1.0
-1.627515972E9	1.0
-1.588839874E9	1.0
-1.55947697E9	1.0
-1.49719446E9	1.0
-1.461460866E9	1.0
-1.46054148E9	1.0
-1.460482104E9	1.0
-1.44016507E9	1.0
-1.409024214E9	1.0
-1.407482156E9	1.0
-1.37416772E9	1.0
-1.370947522E9	1.0
-1.354368836E9	1.0
-1.34417979E9	1.0
-1.34198311E9	1.0
-1.341689576E9	1.0
-1.34145195E9	1.0
-1.30758198E9	1.0
-1.274369908E9	1.0
-1.253150622E9	1.0
-1.23059819E9	1.0
-1.22856535E9	1.0
-1.208646174E9	1.0
-1.203837194E9	1.0
-1.19671218E9	1.0
-1.178998362E9	1.0
-1.169347916E9	1.0
-1.161531988E9	1.0
-1.157552312E9	1.0
-1.076339092E9	1.0
-1.072948896E9	1.0
-1.06157951E9	1.0
-1.054468404E9	1.0
-1.050994374E9	1.0
-1.0336546E9	1.0
-1.017710798E9	1.0
-1.017624592E9	1.0
-9.15906366E8	1.0
-8.58196466E8	1.0
-8.56387456E8	1.0
-8.53218346E8	1.0
-8.4656226E8	1.0
-8.45300442E8	1.0
-8.29345912E8	1.0
-6.65794872E8	1.0
-5.32146886E8	1.0
-7.1973542E7	1.0
-4.7225016E7	1.0
-3.0317962E7	1.0
-1.1740012E7	1.0
-1.0809808E7	1.0
-2266140.0	1.0
0.0	1.0
10.0	1.0
1166.0	1.0
1586.0	1.0
19646.0	1.0
23254.0	1.0
27898.0	1.0
38034.0	1.0
53136.0	1.0
55150.0	1.0
74660.0	1.0
90270.0	1.0
107148.0	1.0
113464.0	1.0
162618.0	1.0
164856.0	1.0
176502.0	1.0
241264.0	1.0
253540.0	1.0
280366.0	1.0
282514.0	1.0
376302.0	1.0
376922.0	1.0
379568.0	1.0
379818.0	1.0
380114.0	1.0
380124.0	1.0
380238.0	1.0
382226.0	1.0
410794.0	1.0
420042.0	1.0
441588.0	1.0
464110.0	1.0
526784.0	1.0
561438.0	1.0
585128.0	1.0
611702.0	1.0
647372.0	1.0
648444.0	1.0
749066.0	1.0
754644.0	1.0
760354.0	1.0
818070.0	1.0
823746.0	1.0
885196.0	1.0
970118.0	1.0
1012562.0	1.0
1110438.0	1.0
1116072.0	1.0
1323970.0	1.0
1487122.0	1.0
1520392.0	1.0
1520604.0	1.0
1717720.0	1.0
1877984.0	1.0
1899840.0	1.0
2069516.0	1.0
2274732.0	1.0
2277766.0	1.0
2400564.0	1.0
2523026.0	1.0
2556032.0	1.0
2656480.0	1.0
2665724.0	1.0
2916476.0	1.0
3159990.0	1.0
3225358.0	1.0
3416916.0	1.0
3417212.0	1.0
3794858.0	1.0
3931274.0	1.0
3981400.0	1.0
4022930.0	1.0
4037882.0	1.0
4090968.0	1.0
4497882.0	1.0
4506620.0	1.0
4723326.0	1.0
4991222.0	1.0
4996508.0	1.0
5021390.0	1.0
5504656.0	1.0
5551016.0	1.0
5636168.0	1.0
5754086.0	1.0
5773170.0	1.0
5818620.0	1.0
6151882.0	1.0
6690992.0	1.0
7120784.0	1.0
7630248.0	1.0
7659450.0	1.0
7879472.0	1.0
7923564.0	1.0
8232546.0	1.0
8259588.0	1.0
8597184.0	1.0
8610878.0	1.0
9277206.0	1.0
9485216.0	1.0
9554772.0	1.0
9670530.0	1.0
9747014.0	1.0
9758496.0	1.0
9911478.0	1.0
1.011967E7	1.0
1.0675272E7	1.0
1.0782352E7	1.0
1.1072316E7	1.0
1.1537532E7	1.0
1.1690054E7	1.0
1.1741418E7	1.0
1.1765656E7	1.0
1.2062912E7	1.0
1.2141142E7	1.0
1.2169534E7	1.0
1.2296362E7	1.0
1.2328812E7	1.0
1.240306E7	1.0
1.2485014E7	1.0
1.267338E7	1.0
1.289509E7	1.0
1.2949328E7	1.0
1.46679E7	1.0
1.5179322E7	1.0
1.5272534E7	1.0
1.5492664E7	1.0
1.555639E7	1.0
1.6054594E7	1.0
1.619029E7	1.0
1.6313756E7	1.0
1.6375772E7	1.0
1.6428706E7	1.0
