bin	count
0.0	2.0
96.0	1.0
130.0	1.0
222.0	1.0
278.0	1.0
404.0	1.0
1014.0	1.0
1916.0	1.0
1920.0	1.0
2380.0	1.0
2792.0	1.0
4470.0	1.0
23862.0	1.0
36720.0	1.0
41686.0	1.0
61306.0	1.0
63480.0	1.0
127182.0	1.0
161572.0	1.0
211732.0	1.0
316852.0	1.0
344590.0	1.0
376852.0	1.0
380160.0	1.0
380332.0	4.0
380340.0	1.0
387334.0	1.0
396252.0	1.0
401404.0	1.0
409028.0	1.0
452432.0	1.0
537314.0	1.0
544710.0	1.0
575472.0	1.0
576184.0	1.0
641476.0	1.0
642624.0	1.0
724334.0	1.0
759762.0	1.0
760402.0	1.0
760538.0	1.0
760644.0	1.0
760660.0	1.0
760904.0	1.0
761514.0	1.0
766474.0	1.0
785136.0	1.0
801322.0	1.0
915502.0	1.0
955604.0	1.0
955856.0	1.0
1139978.0	1.0
1140348.0	1.0
1140788.0	1.0
1140984.0	1.0
1141038.0	1.0
1143394.0	1.0
1151228.0	1.0
1207998.0	1.0
1335676.0	1.0
1392826.0	1.0
1520550.0	1.0
1521966.0	1.0
1555592.0	1.0
1635524.0	1.0
1715788.0	1.0
1783444.0	1.0
1900456.0	1.0
1901128.0	1.0
1901710.0	1.0
1903846.0	1.0
1913770.0	1.0
1944838.0	1.0
2182186.0	1.0
2239440.0	1.0
2246954.0	1.0
2251196.0	1.0
2280656.0	1.0
2282506.0	1.0
2284086.0	1.0
2292596.0	1.0
2351964.0	1.0
2642354.0	1.0
2661596.0	1.0
2662366.0	1.0
2672210.0	1.0
2728692.0	1.0
2741212.0	1.0
2857842.0	1.0
3022518.0	1.0
3040948.0	1.0
3050702.0	1.0
3236186.0	1.0
3236212.0	1.0
3243032.0	1.0
3422056.0	1.0
3423006.0	1.0
3484936.0	1.0
3614964.0	1.0
3770004.0	1.0
3801224.0	1.0
3810930.0	1.0
3993938.0	1.0
4185320.0	1.0
4187488.0	1.0
4373028.0	1.0
4541462.0	1.0
4563720.0	1.0
4565254.0	1.0
4567004.0	1.0
4882520.0	1.0
4944238.0	1.0
4967948.0	1.0
5322000.0	1.0
5322622.0	1.0
5325618.0	1.0
5326388.0	1.0
5344142.0	1.0
5702804.0	1.0
5704830.0	1.0
5705806.0	1.0
5722638.0	1.0
5905572.0	1.0
6082252.0	1.0
6100962.0	1.0
6465406.0	1.0
6466116.0	1.0
6842648.0	1.0
6892354.0	1.0
7096608.0	1.0
7226456.0	1.0
7248534.0	1.0
7270246.0	1.0
7401010.0	1.0
7506134.0	1.0
7590190.0	1.0
7603108.0	1.0
7606528.0	1.0
7650142.0	1.0
7800688.0	1.0
8349158.0	1.0
8366380.0	1.0
8390018.0	1.0
8410170.0	1.0
8710722.0	1.0
8746624.0	1.0
8904092.0	1.0
9108206.0	1.0
9295554.0	1.0
9398352.0	1.0
9487996.0	1.0
9507100.0	1.0
9565866.0	1.0
9674024.0	1.0
9777312.0	1.0
9864894.0	1.0
1.005199E7	1.0
1.0244054E7	1.0
1.026756E7	1.0
1.0430738E7	1.0
1.0647784E7	1.0
1.100202E7	1.0
1.1028548E7	1.0
1.1383248E7	1.0
1.1788432E7	1.0
1.216864E7	1.0
1.2548844E7	1.0
1.2929448E7	1.0
1.32384E7	1.0
1.330924E7	1.0
1.3618544E7	1.0
1.3689432E7	1.0
1.39987E7	1.0
1.4069832E7	1.0
1.4437402E7	1.0
1.4449804E7	1.0
1.4817182E7	1.0
1.6095818E7	1.0
1.6475466E7	1.0
1.6855122E7	1.0
1.786176E7	1.0
1.7987398E7	1.0
1.8276402E7	1.0
1.8575632E7	1.0
1.8746498E7	1.0
1.9126114E7	1.0
1.9317684E7	1.0
1.9505802E7	1.0
1.9885674E7	1.0
2.0046266E7	1.0
2.0794676E7	1.0
2.2300956E7	1.0
2.2485586E7	1.0
2.279862E7	1.0
2.6920548E7	1.0
2.7898824E7	1.0
2.7904206E7	1.0
1.08332534E8	1.0
