bin	count
0.0	29.0
2.0	1.0
4.0	1.0
6.0	1.0
20.0	2.0
28.0	1.0
34.0	2.0
44.0	1.0
48.0	1.0
94.0	1.0
118.0	1.0
126.0	1.0
178.0	1.0
188.0	1.0
200.0	1.0
228.0	1.0
336.0	1.0
436.0	1.0
494.0	1.0
502.0	1.0
648.0	1.0
662.0	1.0
672.0	1.0
750.0	1.0
782.0	1.0
804.0	1.0
1216.0	1.0
1292.0	1.0
1316.0	1.0
1346.0	1.0
1474.0	1.0
1486.0	1.0
1564.0	1.0
1762.0	1.0
1994.0	1.0
2234.0	1.0
2306.0	1.0
2360.0	1.0
2634.0	1.0
2680.0	1.0
2748.0	1.0
2792.0	1.0
2896.0	1.0
3478.0	1.0
3714.0	1.0
3724.0	1.0
3888.0	1.0
4170.0	1.0
4290.0	1.0
4506.0	1.0
4960.0	1.0
5084.0	1.0
5124.0	1.0
5220.0	1.0
5488.0	1.0
5656.0	1.0
6092.0	1.0
6110.0	1.0
7010.0	1.0
7118.0	1.0
7218.0	1.0
7360.0	1.0
7404.0	1.0
8644.0	1.0
10012.0	1.0
10202.0	1.0
11272.0	1.0
11698.0	1.0
11794.0	1.0
11864.0	1.0
11946.0	1.0
12104.0	1.0
12222.0	1.0
12246.0	1.0
12348.0	1.0
12556.0	1.0
12562.0	1.0
12874.0	1.0
13528.0	1.0
13550.0	1.0
15998.0	1.0
17892.0	1.0
18522.0	1.0
19216.0	1.0
19842.0	1.0
20336.0	1.0
21160.0	1.0
21272.0	1.0
22238.0	1.0
22262.0	1.0
22326.0	1.0
23640.0	1.0
23740.0	1.0
24832.0	1.0
25228.0	1.0
25556.0	1.0
27030.0	1.0
27216.0	1.0
27484.0	1.0
27766.0	1.0
30384.0	1.0
30436.0	1.0
30596.0	1.0
30942.0	1.0
31120.0	1.0
31606.0	1.0
34996.0	1.0
35124.0	1.0
35182.0	1.0
38828.0	1.0
40280.0	1.0
40998.0	1.0
41768.0	1.0
42754.0	1.0
43326.0	1.0
44018.0	1.0
44520.0	1.0
46088.0	1.0
46246.0	1.0
46730.0	1.0
46904.0	1.0
46976.0	1.0
47026.0	1.0
47818.0	1.0
48228.0	1.0
48832.0	1.0
49364.0	1.0
51010.0	1.0
51506.0	1.0
51860.0	1.0
52204.0	1.0
52694.0	1.0
53200.0	1.0
53318.0	1.0
54104.0	1.0
55910.0	1.0
57438.0	1.0
57600.0	1.0
57602.0	1.0
58042.0	1.0
58674.0	1.0
60632.0	1.0
60894.0	1.0
61942.0	1.0
62558.0	1.0
63114.0	1.0
63996.0	1.0
64944.0	1.0
65324.0	1.0
67240.0	1.0
67492.0	1.0
69244.0	1.0
69782.0	1.0
69806.0	2.0
70144.0	1.0
70458.0	1.0
71426.0	1.0
71986.0	1.0
74140.0	1.0
74566.0	1.0
74600.0	1.0
74758.0	1.0
75504.0	1.0
76122.0	1.0
76938.0	1.0
77148.0	1.0
80958.0	1.0
81880.0	1.0
82146.0	1.0
83238.0	1.0
83750.0	1.0
84936.0	1.0
85344.0	1.0
85794.0	1.0
86236.0	1.0
86648.0	1.0
86764.0	1.0
87100.0	1.0
87818.0	1.0
88176.0	1.0
88720.0	1.0
89066.0	1.0
89852.0	1.0
93398.0	1.0
96204.0	1.0
96640.0	1.0
98518.0	1.0
99354.0	1.0
103730.0	1.0
104520.0	1.0
111188.0	1.0
111728.0	1.0
112056.0	1.0
117484.0	1.0
121616.0	1.0
123584.0	1.0
128028.0	1.0
129628.0	1.0
131256.0	1.0
133478.0	1.0
134894.0	1.0
135362.0	1.0
136046.0	1.0
136920.0	1.0
137612.0	1.0
140540.0	1.0
142060.0	1.0
142680.0	1.0
143810.0	1.0
145238.0	1.0
148990.0	1.0
151968.0	1.0
152534.0	1.0
152798.0	1.0
154746.0	1.0
155056.0	1.0
158692.0	1.0
161100.0	1.0
162098.0	1.0
162326.0	1.0
163642.0	1.0
164776.0	1.0
165550.0	1.0
166766.0	1.0
167212.0	1.0
167922.0	1.0
171340.0	1.0
171708.0	1.0
172286.0	1.0
173084.0	1.0
174752.0	1.0
176200.0	1.0
176616.0	1.0
177832.0	1.0
181540.0	1.0
184326.0	1.0
186716.0	1.0
187526.0	1.0
187982.0	1.0
188920.0	1.0
190536.0	1.0
191298.0	1.0
191436.0	1.0
192836.0	1.0
193206.0	1.0
195360.0	1.0
199776.0	1.0
200768.0	1.0
202240.0	1.0
202510.0	1.0
204468.0	1.0
206678.0	1.0
207880.0	1.0
211846.0	1.0
213404.0	1.0
213570.0	1.0
213838.0	1.0
214660.0	1.0
215352.0	1.0
216574.0	1.0
217344.0	1.0
221738.0	1.0
224128.0	1.0
227610.0	1.0
227976.0	1.0
228216.0	1.0
229068.0	1.0
229180.0	1.0
232304.0	1.0
238366.0	1.0
239378.0	1.0
239822.0	1.0
239986.0	1.0
240802.0	1.0
241502.0	1.0
242480.0	1.0
242550.0	1.0
243204.0	1.0
243440.0	1.0
245956.0	1.0
245984.0	1.0
247742.0	1.0
249430.0	1.0
252618.0	1.0
253506.0	1.0
253804.0	1.0
256306.0	1.0
256802.0	1.0
258530.0	1.0
262420.0	1.0
265036.0	1.0
265798.0	1.0
267518.0	1.0
268544.0	1.0
275544.0	1.0
276506.0	1.0
278194.0	1.0
281426.0	1.0
282456.0	1.0
283316.0	1.0
298926.0	1.0
299226.0	1.0
300716.0	1.0
302796.0	1.0
303774.0	1.0
308316.0	1.0
308348.0	1.0
311542.0	1.0
313696.0	1.0
317600.0	1.0
318690.0	1.0
322370.0	1.0
326228.0	1.0
328818.0	1.0
329364.0	1.0
330816.0	1.0
332342.0	1.0
333570.0	1.0
337086.0	1.0
337658.0	1.0
339032.0	1.0
344414.0	1.0
344494.0	1.0
347992.0	1.0
350876.0	1.0
352028.0	1.0
352752.0	1.0
353276.0	1.0
353546.0	1.0
354622.0	1.0
355466.0	1.0
355692.0	1.0
358470.0	1.0
361848.0	1.0
361978.0	1.0
363102.0	1.0
365616.0	1.0
365660.0	1.0
366418.0	1.0
367122.0	1.0
367516.0	1.0
368058.0	1.0
369344.0	1.0
370354.0	1.0
371404.0	1.0
376020.0	1.0
376358.0	1.0
377908.0	1.0
378042.0	1.0
378438.0	1.0
378588.0	1.0
378712.0	1.0
379992.0	1.0
380154.0	1.0
380182.0	1.0
380220.0	1.0
380224.0	1.0
380240.0	1.0
380284.0	1.0
380318.0	1.0
380320.0	1.0
380330.0	1.0
380332.0	63.0
380336.0	1.0
380342.0	12.0
380350.0	1.0
380354.0	2.0
380356.0	1.0
380360.0	3.0
380362.0	24.0
380370.0	1.0
380374.0	1.0
380394.0	1.0
380414.0	1.0
380442.0	1.0
380444.0	1.0
380506.0	1.0
380584.0	1.0
380590.0	1.0
380690.0	1.0
380996.0	1.0
380998.0	1.0
381002.0	1.0
381054.0	1.0
381138.0	1.0
381252.0	1.0
381276.0	1.0
381354.0	1.0
381560.0	1.0
381790.0	1.0
381914.0	1.0
382258.0	1.0
382626.0	1.0
382832.0	1.0
382962.0	1.0
383546.0	1.0
383612.0	1.0
383720.0	1.0
383776.0	1.0
384044.0	1.0
384474.0	1.0
