Wohnort;Wohnort-Name;Arbeitsort;Arbeitsort-Name;Insgesamt;Männer;Frauen;Deutsche;"Ausländer + Sonstige";Auszubildende;
;;081;Übrige Kreise (Regierungsbezirk);48;40;8;45;3;*;
;;081;Reg.-Bez. Stuttgart;66;53;13;62;4;*;
;;08221;Heidelberg, Stadt;14;3;11;14;-;-;
;;082;Übrige Kreise (Regierungsbezirk);38;30;8;*;*;*;
;;082;Reg.-Bez. Karlsruhe;52;33;19;*;*;*;
;;083;Reg.-Bez. Freiburg;19;14;5;16;3;*;
;;084;Reg.-Bez. Tübingen;28;22;6;24;4;*;
;;08;Baden-Württemberg;165;122;43;152;13;5;
;;09161;Ingolstadt, Stadt;11;6;5;11;-;-;
;;09162;München, Landeshauptstadt;52;36;16;*;*;*;
;;09184;München;19;13;6;19;-;-;
;;091;Übrige Kreise (Regierungsbezirk);56;38;18;53;3;*;
;;091;Oberbayern;138;93;45;134;4;*;
;;092;Niederbayern;14;11;3;11;3;-;
;;09362;Regensburg, Stadt;14;8;6;*;*;-;
;;093;Übrige Kreise (Regierungsbezirk);18;13;5;18;-;-;
;;093;Oberpfalz;32;21;11;*;*;-;
;;09461;Bamberg, Stadt;57;41;16;57;-;*;
;;09462;Bayreuth, Stadt;17;12;5;*;*;*;
;;09463;Coburg, Stadt;1,819;967;852;1,805;14;56;
;;09471;Bamberg;52;44;8;52;-;-;
;;09472;Bayreuth;12;3;9;12;-;-;
;;09473;Coburg;2,567;1,319;1,248;2,540;27;37;
;;09474;Forchheim;13;13;-;13;-;-;
;;09476;Kronach;47;36;11;47;-;-;
;;09477;Kulmbach;27;17;10;*;*;-;
;;09478;Lichtenfels;138;95;43;138;-;4;
;;094;Übrige Kreise (Regierungsbezirk);11;*;*;11;-;-;
;;094;Oberfranken;4,760;2,557;2,203;4,717;43;100;
;;09562;Erlangen, Stadt;19;14;5;19;-;*;
;;09563;Fürth, Stadt;19;11;8;16;3;-;
;;09564;Nürnberg, Stadt;81;57;24;*;*;6;
;;09572;Erlangen-Höchstadt;10;*;*;10;-;-;
;;09574;Nürnberger Land;14;10;4;*;*;-;
;;095;Übrige Kreise (Regierungsbezirk);20;14;6;*;*;*;
;;095;Mittelfranken;163;114;49;157;6;9;
;;09662;Schweinfurt, Stadt;96;70;26;96;-;-;
;;09663;Würzburg, Stadt;28;14;14;28;-;-;
;;09672;Bad Kissingen;83;57;26;*;*;*;
;;09673;Rhön-Grabfeld;884;540;344;881;3;23;
;;09674;Haßberge;560;418;142;*;*;10;
;;09675;Kitzingen;16;10;6;16;-;-;
;;09677;Main-Spessart;12;*;*;*;*;-;
;;09678;Schweinfurt;93;85;8;93;-;*;
;;09679;Würzburg;12;*;*;12;-;-;
;;096;Übrige Kreise (Regierungsbezirk);8;8;-;8;-;-;
;;096;Unterfranken;1,792;1,224;568;1,786;6;37;
;;097;Schwaben;28;*;*;*;*;-;
;;09;Bayern;6,927;4,046;2,881;6,863;64;148;
;;11000;Berlin, Stadt;49;23;26;*;*;-;
;;110;Berlin;49;23;26;*;*;-;
;;11;Berlin;49;23;26;*;*;-;
;;120;Brandenburg;35;27;8;*;*;3;
;;12;Brandenburg;35;27;8;*;*;3;
;;14612;Dresden, Stadt;25;12;13;20;5;3;
;;14713;Leipzig, Stadt;20;17;3;*;*;-;
;;140;Übrige Kreise (Regierungsbezirk);38;28;10;38;-;-;
;;140;Sachsen;83;57;26;77;6;3;
;;14;Sachsen;83;57;26;77;6;3;
;;15084;Burgenlandkreis;10;*;*;10;-;*;
;;150;Übrige Kreise (Regierungsbezirk);22;17;5;22;-;-;
;;150;Sachsen-Anhalt;32;26;6;32;-;*;
;;15;Sachsen-Anhalt;32;26;6;32;-;*;
;;16051;Erfurt, Stadt;304;175;129;296;8;15;
;;16053;Jena, Stadt;47;28;19;47;-;4;
;;16054;Suhl, Stadt;2,085;945;1,140;2,005;80;74;
;;16055;Weimar, Stadt;40;13;27;*;*;*;
;;16056;Eisenach, Stadt;12;4;8;12;-;*;
;;16063;Wartburgkreis;51;36;15;*;*;3;
;;16064;Unstrut-Hainich-Kreis;23;16;7;*;*;-;
;;16066;Schmalkalden-Meiningen;1,461;756;705;1,429;32;47;
;;16067;Gotha;67;49;18;*;*;3;
;;16068;Sömmerda;18;8;10;18;-;*;
;;16070;Ilm-Kreis;292;153;139;289;3;7;
;;16071;Weimarer Land;19;7;12;19;-;3;
;;16072;Sonneberg;935;473;462;913;22;17;
;;16073;Saalfeld-Rudolstadt;40;23;17;40;-;-;
;;160;Übrige Kreise (Regierungsbezirk);40;32;8;40;-;*;
;;160;Thüringen;5,434;2,718;2,716;5,284;150;177;
;;16;Thüringen;5,434;2,718;2,716;5,284;150;177;
;;ZZ;Übrige Bundesländer;18;13;5;15;3;-;
;;ZZ;Auspendler in das Bundesgebiet;13,082;7,292;5,790;12,818;264;343;
;;Z;Auspendler insgesamt;13,082;7,292;5,790;12,818;264;343;
16070;Ilm-Kreis;;;;;;;;;
;;01002;Kiel, Landeshauptstadt;20;12;8;20;-;-;
;;010;Übrige Kreise (Regierungsbezirk);32;27;5;25;7;-;
;;010;Schleswig-Holstein;52;39;13;45;7;-;
;;01;Schleswig-Holstein;52;39;13;45;7;-;
;;02000;Hamburg, Freie und Hansestadt;58;39;19;46;12;-;
;;020;Hamburg;58;39;19;46;12;-;
;;02;Hamburg;58;39;19;46;12;-;
;;03159;Göttingen;16;13;3;*;*;-;
;;031;Übrige Kreise (Regierungsbezirk);31;25;6;*;*;-;
;;031;Statistische Region Braunschweig;47;38;9;43;4;-;
;;03241;Region Hannover;36;24;12;30;6;-;
;;032;Übrige Kreise (Regierungsbezirk);11;*;*;*;*;-;
;;032;Statistische Region Hannover;47;33;14;40;7;-;
;;033;Statistische Region Lüneburg;21;15;6;*;*;-;
;;034;Statistische Region Weser-Ems;32;27;5;26;6;*;
;;03;Niedersachsen;147;113;34;129;18;*;
;;04011;Bremen, Stadt;18;15;3;11;7;-;
;;040;Übrige Kreise (Regierungsbezirk);*;*;*;*;*;-;
;;040;Bremen;19;16;3;12;7;-;
;;04;Bremen;19;16;3;12;7;-;
;;05111;Düsseldorf, Stadt;30;22;8;23;7;*;
;;05113;Essen, Stadt;14;10;4;*;*;-;
;;05154;Kleve;21;*;*;21;-;-;
;;05158;Mettmann;17;14;3;17;-;-;
;;051;Übrige Kreise (Regierungsbezirk);50;40;10;44;6;-;
;;051;Reg.-Bez. Düsseldorf;132;105;27;117;15;*;
;;05315;Köln, Stadt;57;40;17;49;8;*;
;;05374;Oberbergischer Kreis;15;11;4;15;-;-;
;;05378;Rheinisch-Bergischer Kreis;14;4;10;14;-;-;
;;05382;Rhein-Sieg-Kreis;13;10;3;*;*;-;
;;053;Übrige Kreise (Regierungsbezirk);32;28;4;27;5;-;
;;053;Reg.-Bez. Köln;131;93;38;116;15;*;
;;05515;Münster, Stadt;10;*;*;*;*;-;
;;055;Übrige Kreise (Regierungsbezirk);21;16;5;16;5;*;
;;055;Reg.-Bez. Münster;31;25;6;25;6;*;
;;05754;Gütersloh;35;30;5;16;19;-;
;;05774;Paderborn;13;10;3;10;3;-;
;;057;Übrige Kreise (Regierungsbezirk);28;22;6;24;4;*;
;;057;Reg.-Bez. Detmold;76;62;14;50;26;*;
;;05962;Märkischer Kreis;20;20;-;9;11;-;
;;059;Übrige Kreise (Regierungsbezirk);46;36;10;43;3;-;
;;059;Reg.-Bez. Arnsberg;66;56;10;52;14;-;
;;05;Nordrhein-Westfalen;436;341;95;360;76;5;
;;06412;Frankfurt am Main, Stadt;89;68;21;82;7;*;
;;06414;Wiesbaden, Landeshauptstadt;13;6;7;8;5;*;
;;06433;Groß-Gerau;15;*;*;12;3;*;
;;06434;Hochtaunuskreis;23;14;9;20;3;-;
;;06435;Main-Kinzig-Kreis;29;25;4;29;-;-;
;;06436;Main-Taunus-Kreis;19;10;9;19;-;-;
;;06438;Offenbach;32;25;7;28;4;-;
;;06440;Wetteraukreis;11;11;-;11;-;-;
;;064;Übrige Kreise (Regierungsbezirk);32;24;8;*;*;*;
;;064;Reg.-Bez. Darmstadt;263;197;66;240;23;4;
;;06531;Gießen;12;9;3;12;-;*;
;;06532;Lahn-Dill-Kreis;10;7;3;*;*;-;
;;065;Übrige Kreise (Regierungsbezirk);17;12;5;17;-;-;
;;065;Reg.-Bez. Gießen;39;28;11;*;*;*;
;;06611;Kassel, documenta-Stadt;17;*;*;*;*;-;
;;06631;Fulda;81;72;9;67;14;*;
;;06632;Hersfeld-Rotenburg;33;*;*;*;*;-;
;;06633;Kassel;10;*;*;10;-;-;
;;066;Übrige Kreise (Regierungsbezirk);17;13;4;17;-;-;
;;066;Reg.-Bez. Kassel;158;141;17;141;17;*;
;;06;Hessen;460;366;94;419;41;7;
;;07339;Mainz-Bingen;12;*;*;*;*;-;
;;070;Übrige Kreise (Regierungsbezirk);67;50;17;53;14;-;
;;070;Rheinland-Pfalz;79;60;19;64;15;-;
;;07;Rheinland-Pfalz;79;60;19;64;15;-;
;;08111;Stuttgart, Landeshauptstadt;48;44;4;40;8;-;
;;08115;Böblingen;14;*;*;14;-;-;
;;08116;Esslingen;24;20;4;*;*;*;
;;08118;Ludwigsburg;24;*;*;*;*;*;
;;08119;Rems-Murr-Kreis;10;*;*;*;*;-;
;;08125;Heilbronn;15;*;*;12;3;-;
;;08127;Schwäbisch Hall;10;10;-;*;*;-;
;;08128;Main-Tauber-Kreis;10;7;3;10;-;*;
;;08136;Ostalbkreis;12;*;*;12;-;-;
;;081;Übrige Kreise (Regierungsbezirk);23;*;*;20;3;-;
;;081;Reg.-Bez. Stuttgart;190;169;21;170;20;3;
;;08212;Karlsruhe, Stadt;17;14;3;13;4;-;
;;08215;Karlsruhe;16;8;8;10;6;-;
;;08221;Heidelberg, Stadt;14;10;4;11;3;*;
;;08226;Rhein-Neckar-Kreis;21;16;5;16;5;-;
;;082;Übrige Kreise (Regierungsbezirk);24;20;4;*;*;*;
;;082;Reg.-Bez. Karlsruhe;92;68;24;72;20;*;
;;08311;Freiburg im Breisgau, Stadt;11;8;3;11;-;*;
;;08317;Ortenaukreis;45;31;14;31;14;-;
;;08326;Schwarzwald-Baar-Kreis;25;12;13;*;*;-;
;;08335;Konstanz;70;33;37;70;-;*;
;;083;Übrige Kreise (Regierungsbezirk);21;17;4;17;4;-;
;;083;Reg.-Bez. Freiburg;172;101;71;153;19;*;
;;08426;Biberach;12;*;*;*;*;*;
;;084;Übrige Kreise (Regierungsbezirk);30;25;5;25;5;*;
;;084;Reg.-Bez. Tübingen;42;36;6;36;6;*;
;;08;Baden-Württemberg;496;374;122;431;65;9;
;;09161;Ingolstadt, Stadt;24;17;7;21;3;-;
;;09162;München, Landeshauptstadt;116;83;33;91;25;*;
;;09176;Eichstätt;11;*;*;8;3;-;
;;09178;Freising;19;14;5;11;8;-;
;;09182;Miesbach;10;7;3;10;-;-;
;;09184;München;41;30;11;33;8;-;
;;091;Übrige Kreise (Regierungsbezirk);65;58;7;59;6;-;
;;091;Oberbayern;286;219;67;233;53;*;
;;09271;Deggendorf;16;16;-;16;-;*;
;;092;Übrige Kreise (Regierungsbezirk);22;17;5;19;3;-;
;;092;Niederbayern;38;33;5;35;3;*;
;;09376;Schwandorf;12;*;*;*;*;-;
;;093;Übrige Kreise (Regierungsbezirk);37;33;4;*;*;-;
;;093;Oberpfalz;49;43;6;46;3;-;
;;09461;Bamberg, Stadt;14;*;*;14;-;-;
;;09463;Coburg, Stadt;63;35;28;*;*;-;
;;09471;Bamberg;20;20;-;*;*;-;
;;09473;Coburg;46;35;11;*;*;-;
;;09476;Kronach;23;17;6;23;-;-;
;;09478;Lichtenfels;14;11;3;14;-;-;
;;094;Übrige Kreise (Regierungsbezirk);29;19;10;*;*;*;
;;094;Oberfranken;209;150;59;204;5;*;
;;09562;Erlangen, Stadt;17;*;*;14;3;-;
;;09564;Nürnberg, Stadt;83;63;20;77;6;*;
;;09572;Erlangen-Höchstadt;11;7;4;11;-;-;
;;095;Übrige Kreise (Regierungsbezirk);54;40;14;49;5;*;
;;095;Mittelfranken;165;126;39;151;14;3;
;;09662;Schweinfurt, Stadt;13;*;*;*;*;*;
;;09663;Würzburg, Stadt;13;10;3;13;-;-;
;;09672;Bad Kissingen;21;15;6;21;-;-;
;;09673;Rhön-Grabfeld;41;26;15;*;*;3;
;;09674;Haßberge;10;*;*;10;-;-;
;;09677;Main-Spessart;16;*;*;*;*;-;
;;09678;Schweinfurt;12;*;*;12;-;-;
;;096;Übrige Kreise (Regierungsbezirk);24;20;4;24;-;*;
;;096;Unterfranken;150;117;33;145;5;5;
;;09779;Donau-Ries;10;*;*;*;*;-;
;;097;Übrige Kreise (Regierungsbezirk);32;28;4;28;4;-;
;;097;Schwaben;42;37;5;37;5;-;
;;09;Bayern;939;725;214;851;88;11;
;;10041;Regionalverband Saarbrücken;12;6;6;9;3;-;
;;100;Übrige Kreise (Regierungsbezirk);9;6;3;9;-;-;
;;100;Saarland;21;12;9;18;3;-;
;;10;Saarland;21;12;9;18;3;-;
;;11000;Berlin, Stadt;180;112;68;149;31;*;
;;110;Berlin;180;112;68;149;31;*;
;;11;Berlin;180;112;68;149;31;*;
;;12054;Potsdam, Stadt;11;7;4;8;3;*;
;;12069;Potsdam-Mittelmark;10;10;-;10;-;-;
;;12072;Teltow-Fläming;16;11;5;13;3;-;
;;120;Übrige Kreise (Regierungsbezirk);52;38;14;48;4;*;
;;120;Brandenburg;89;66;23;79;10;*;
;;12;Brandenburg;89;66;23;79;10;*;
;;13072;Landkreis Rostock;12;9;3;*;*;-;
;;130;Übrige Kreise (Regierungsbezirk);19;14;5;19;-;-;
;;130;Mecklenburg-Vorpommern;31;23;8;*;*;-;
;;13;Mecklenburg-Vorpommern;31;23;8;*;*;-;
;;14511;Chemnitz, Stadt;24;*;*;20;4;-;
;;14522;Mittelsachsen;17;*;*;*;*;-;
;;14523;Vogtlandkreis;18;13;5;*;*;-;
;;14524;Zwickau;26;*;*;*;*;*;
;;14612;Dresden, Stadt;153;92;61;122;31;6;
;;14625;Bautzen;16;13;3;16;-;*;
;;14627;Meißen;17;10;7;14;3;-;
;;14713;Leipzig, Stadt;132;73;59;121;11;3;
;;14729;Leipzig;33;30;3;*;*;-;
;;14730;Nordsachsen;18;13;5;*;*;*;
;;140;Übrige Kreise (Regierungsbezirk);11;5;6;*;*;*;
;;140;Sachsen;465;311;154;406;59;14;
;;14;Sachsen;465;311;154;406;59;14;
;;15002;Halle (Saale), Stadt;34;22;12;*;*;-;
;;15003;Magdeburg, Landeshauptstadt;12;6;6;12;-;-;
;;15084;Burgenlandkreis;24;17;7;24;-;*;
;;15085;Harz;24;20;4;24;-;-;
;;15088;Saalekreis;22;18;4;*;*;*;
;;150;Übrige Kreise (Regierungsbezirk);37;32;5;33;4;*;
;;150;Sachsen-Anhalt;153;115;38;147;6;3;
;;15;Sachsen-Anhalt;153;115;38;147;6;3;
;;16051;Erfurt, Stadt;5,231;2,408;2,823;4,916;315;142;
;;16052;Gera, Stadt;54;36;18;*;*;3;
;;16053;Jena, Stadt;255;137;118;245;10;9;
;;16054;Suhl, Stadt;1,002;421;581;993;9;51;
;;16055;Weimar, Stadt;250;117;133;243;7;10;
;;16056;Eisenach, Stadt;111;78;33;111;-;*;
;;16061;Eichsfeld;26;20;6;*;*;*;
;;16062;Nordhausen;57;33;24;57;-;*;
;;16063;Wartburgkreis;100;81;19;93;7;*;
;;16064;Unstrut-Hainich-Kreis;120;73;47;93;27;*;
;;16065;Kyffhäuserkreis;18;11;7;18;-;*;
;;16066;Schmalkalden-Meiningen;678;424;254;631;47;24;
;;16067;Gotha;1,756;991;765;1,656;100;35;
;;16068;Sömmerda;168;114;54;160;8;5;
;;16069;Hildburghausen;480;258;222;475;5;9;
;;16071;Weimarer Land;413;199;214;406;7;10;
;;16072;Sonneberg;182;97;85;*;*;11;
;;16073;Saalfeld-Rudolstadt;910;463;447;894;16;33;
;;16074;Saale-Holzland-Kreis;45;36;9;45;-;-;
;;16075;Saale-Orla-Kreis;47;38;9;*;*;*;
;;16076;Greiz;23;15;8;*;*;*;
;;16077;Altenburger Land;10;5;5;10;-;*;
;;160;Thüringen;11,936;6,055;5,881;11,372;564;354;
;;16;Thüringen;11,936;6,055;5,881;11,372;564;354;
;;ZZ;Auspendler in das Bundesgebiet;15,561;8,767;6,794;14,558;1,003;407;
;;Z;Auspendler insgesamt;15,561;8,767;6,794;14,558;1,003;407;
16071;Weimarer Land;;;;;;;;;
;;010;Schleswig-Holstein;28;25;3;23;5;-;
;;01;Schleswig-Holstein;28;25;3;23;5;-;
;;02000;Hamburg, Freie und Hansestadt;39;28;11;*;*;*;
;;020;Hamburg;39;28;11;*;*;*;
;;02;Hamburg;39;28;11;*;*;*;
;;031;Statistische Region Braunschweig;25;19;6;25;-;-;
;;03241;Region Hannover;31;23;8;*;*;-;
;;032;Übrige Kreise (Regierungsbezirk);7;*;*;*;*;-;
;;032;Statistische Region Hannover;38;28;10;34;4;-;
;;033;Statistische Region Lüneburg;16;12;4;*;*;-;
;;03454;Emsland;20;9;11;20;-;-;
;;034;Übrige Kreise (Regierungsbezirk);30;23;7;24;6;-;
;;034;Statistische Region Weser-Ems;50;32;18;44;6;-;
;;03;Niedersachsen;129;91;38;117;12;-;
;;05111;Düsseldorf, Stadt;19;14;5;16;3;-;
;;05113;Essen, Stadt;11;7;4;*;*;-;
;;051;Übrige Kreise (Regierungsbezirk);49;34;15;46;3;*;
;;051;Reg.-Bez. Düsseldorf;79;55;24;71;8;*;
;;05315;Köln, Stadt;33;25;8;*;*;-;
;;05316;Leverkusen, Stadt;11;8;3;*;*;-;
;;05362;Rhein-Erft-Kreis;13;*;*;*;*;-;
;;053;Übrige Kreise (Regierungsbezirk);32;21;11;*;*;*;
;;053;Reg.-Bez. Köln;89;66;23;82;7;*;
;;055;Reg.-Bez. Münster;28;22;6;24;4;-;
;;05754;Gütersloh;12;*;*;12;-;-;
;;057;Übrige Kreise (Regierungsbezirk);34;31;3;*;*;-;
;;057;Reg.-Bez. Detmold;46;42;4;*;*;-;
;;05913;Dortmund, Stadt;13;8;5;10;3;-;
;;05966;Olpe;11;8;3;11;-;-;
;;05978;Unna;19;*;*;*;*;-;
;;059;Übrige Kreise (Regierungsbezirk);34;31;3;30;4;-;
;;059;Reg.-Bez. Arnsberg;77;64;13;68;9;-;
;;05;Nordrhein-Westfalen;319;249;70;290;29;*;
;;06412;Frankfurt am Main, Stadt;101;56;45;*;*;*;
;;06414;Wiesbaden, Landeshauptstadt;15;9;6;15;-;-;
;;06432;Darmstadt-Dieburg;25;13;12;22;3;-;
;;06433;Groß-Gerau;13;9;4;*;*;-;
;;06434;Hochtaunuskreis;11;8;3;11;-;-;
;;06435;Main-Kinzig-Kreis;22;19;3;22;-;*;
;;06436;Main-Taunus-Kreis;11;7;4;11;-;-;
;;06438;Offenbach;32;*;*;32;-;*;
;;064;Übrige Kreise (Regierungsbezirk);26;18;8;26;-;-;
;;064;Reg.-Bez. Darmstadt;256;170;86;251;5;4;
;;065;Reg.-Bez. Gießen;23;*;*;*;*;-;
;;06611;Kassel, documenta-Stadt;19;15;4;19;-;-;
;;06631;Fulda;24;18;6;24;-;-;
;;06632;Hersfeld-Rotenburg;23;*;*;*;*;-;
;;066;Übrige Kreise (Regierungsbezirk);20;20;-;*;*;-;
;;066;Reg.-Bez. Kassel;86;74;12;*;*;-;
;;06;Hessen;365;265;100;357;8;4;
;;070;Rheinland-Pfalz;80;67;13;75;5;*;
;;07;Rheinland-Pfalz;80;67;13;75;5;*;
;;08111;Stuttgart, Landeshauptstadt;23;*;*;*;*;-;
;;08115;Böblingen;14;*;*;14;-;-;
;;08116;Esslingen;14;*;*;14;-;-;
;;08117;Göppingen;10;*;*;*;*;-;
;;08118;Ludwigsburg;14;*;*;*;*;-;
;;08119;Rems-Murr-Kreis;20;15;5;14;6;-;
;;081;Übrige Kreise (Regierungsbezirk);30;*;*;30;-;*;
;;081;Reg.-Bez. Stuttgart;125;109;16;115;10;*;
;;08222;Mannheim, Universitätsstadt;13;*;*;13;-;-;
;;082;Übrige Kreise (Regierungsbezirk);43;30;13;39;4;-;
;;082;Reg.-Bez. Karlsruhe;56;42;14;52;4;-;
;;08311;Freiburg im Breisgau, Stadt;11;7;4;11;-;-;
;;08317;Ortenaukreis;14;9;5;10;4;-;
;;083;Übrige Kreise (Regierungsbezirk);24;16;8;21;3;-;
;;083;Reg.-Bez. Freiburg;49;32;17;42;7;-;
;;084;Reg.-Bez. Tübingen;38;35;3;35;3;-;
;;08;Baden-Württemberg;268;218;50;244;24;*;
;;09162;München, Landeshauptstadt;75;48;27;70;5;*;
;;09184;München;39;33;6;*;*;-;
;;091;Übrige Kreise (Regierungsbezirk);77;60;17;72;5;*;
;;091;Oberbayern;191;141;50;180;11;*;
;;092;Niederbayern;28;25;3;*;*;-;
;;093;Oberpfalz;25;21;4;*;*;-;
;;094;Oberfranken;59;46;13;51;8;*;
;;09564;Nürnberg, Stadt;34;24;10;*;*;-;
;;095;Übrige Kreise (Regierungsbezirk);36;32;4;*;*;*;
;;095;Mittelfranken;70;56;14;67;3;*;
;;096;Unterfranken;55;41;14;*;*;-;
;;09764;Memmingen, Stadt;11;11;-;11;-;-;
;;097;Übrige Kreise (Regierungsbezirk);33;29;4;*;*;*;
;;097;Schwaben;44;40;4;*;*;*;
;;09;Bayern;472;370;102;445;27;7;
;;11000;Berlin, Stadt;136;86;50;133;3;*;
;;110;Berlin;136;86;50;133;3;*;
;;11;Berlin;136;86;50;133;3;*;
;;12069;Potsdam-Mittelmark;17;9;8;17;-;-;
;;12072;Teltow-Fläming;11;6;5;11;-;-;
;;120;Übrige Kreise (Regierungsbezirk);46;36;10;46;-;*;
;;120;Brandenburg;74;51;23;74;-;*;
;;12;Brandenburg;74;51;23;74;-;*;
;;13073;Vorpommern-Rügen;12;7;5;*;*;-;
;;130;Übrige Kreise (Regierungsbezirk);30;19;11;30;-;-;
;;130;Mecklenburg-Vorpommern;42;26;16;*;*;-;
;;13;Mecklenburg-Vorpommern;42;26;16;*;*;-;
;;14511;Chemnitz, Stadt;29;25;4;29;-;*;
;;14522;Mittelsachsen;14;*;*;14;-;-;
;;14524;Zwickau;35;32;3;*;*;*;
;;14612;Dresden, Stadt;120;53;67;120;-;-;
;;14627;Meißen;14;11;3;14;-;-;
;;14713;Leipzig, Stadt;182;112;70;175;7;5;
;;14729;Leipzig;30;27;3;*;*;*;
;;14730;Nordsachsen;21;18;3;17;4;-;
;;140;Übrige Kreise (Regierungsbezirk);34;30;4;*;*;-;
;;140;Sachsen;479;320;159;463;16;8;
;;14;Sachsen;479;320;159;463;16;8;
;;15002;Halle (Saale), Stadt;50;33;17;*;*;3;
;;15003;Magdeburg, Landeshauptstadt;49;18;31;39;10;*;
;;15084;Burgenlandkreis;320;172;148;312;8;6;
;;15087;Mansfeld-Südharz;21;14;7;21;-;-;
;;15088;Saalekreis;67;39;28;*;*;*;
;;15091;Wittenberg;10;*;*;10;-;-;
;;150;Übrige Kreise (Regierungsbezirk);35;31;4;29;6;*;
;;150;Sachsen-Anhalt;552;316;236;525;27;13;
;;15;Sachsen-Anhalt;552;316;236;525;27;13;
;;16051;Erfurt, Stadt;4,339;2,259;2,080;4,255;84;126;
;;16052;Gera, Stadt;83;53;30;*;*;*;
;;16053;Jena, Stadt;3,351;1,512;1,839;3,305;46;97;
;;16054;Suhl, Stadt;21;17;4;*;*;-;
;;16055;Weimar, Stadt;5,317;2,084;3,233;5,246;71;191;
;;16056;Eisenach, Stadt;85;40;45;*;*;3;
;;16061;Eichsfeld;32;26;6;29;3;-;
;;16062;Nordhausen;28;20;8;28;-;-;
;;16063;Wartburgkreis;64;47;17;*;*;*;
;;16064;Unstrut-Hainich-Kreis;75;49;26;75;-;3;
;;16065;Kyffhäuserkreis;42;21;21;*;*;-;
;;16066;Schmalkalden-Meiningen;48;29;19;45;3;-;
;;16067;Gotha;295;213;82;283;12;12;
;;16068;Sömmerda;706;429;277;688;18;19;
;;16069;Hildburghausen;62;49;13;62;-;5;
;;16070;Ilm-Kreis;512;381;131;507;5;15;
;;16073;Saalfeld-Rudolstadt;235;135;100;231;4;11;
;;16074;Saale-Holzland-Kreis;622;397;225;613;9;21;
;;16075;Saale-Orla-Kreis;66;50;16;*;*;*;
;;16076;Greiz;33;25;8;33;-;*;
;;16077;Altenburger Land;10;6;4;*;*;-;
;;160;Übrige Kreise (Regierungsbezirk);9;*;*;*;*;-;
;;160;Thüringen;16,035;7,849;8,186;15,769;266;508;
;;16;Thüringen;16,035;7,849;8,186;15,769;266;508;
;;ZZ;Übrige Bundesländer;16;11;5;16;-;-;
;;ZZ;Auspendler in das Bundesgebiet;19,034;9,972;9,062;18,610;424;549;
;;Z;Auspendler insgesamt;19,034;9,972;9,062;18,610;424;549;
16072;Sonneberg;;;;;;;;;
;;010;Schleswig-Holstein;11;*;*;*;*;*;
;;01;Schleswig-Holstein;11;*;*;*;*;*;
;;02000;Hamburg, Freie und Hansestadt;10;6;4;7;3;-;
;;020;Hamburg;10;6;4;7;3;-;
;;02;Hamburg;10;6;4;7;3;-;
;;034;Statistische Region Weser-Ems;10;*;*;10;-;-;
;;03;Übrige Regierungsbezirke (Bundesland);19;15;4;15;4;-;
;;03;Niedersachsen;29;23;6;25;4;-;
;;051;Reg.-Bez. Düsseldorf;11;6;5;*;*;-;
;;053;Reg.-Bez. Köln;20;13;7;16;4;-;
;;057;Reg.-Bez. Detmold;18;10;8;*;*;-;
;;059;Reg.-Bez. Arnsberg;18;11;7;*;*;-;
;;05;Übrige Regierungsbezirke (Bundesland);8;8;-;*;*;-;
;;05;Nordrhein-Westfalen;75;48;27;64;11;-;
;;06412;Frankfurt am Main, Stadt;18;13;5;18;-;-;
;;064;Übrige Kreise (Regierungsbezirk);34;28;6;31;3;-;
;;064;Reg.-Bez. Darmstadt;52;41;11;49;3;-;
;;066;Reg.-Bez. Kassel;12;9;3;*;*;-;
;;06;Übrige Regierungsbezirke (Bundesland);*;*;*;*;*;*;
;;06;Hessen;66;51;15;62;4;*;
;;070;Rheinland-Pfalz;25;20;5;*;*;*;
;;07;Rheinland-Pfalz;25;20;5;*;*;*;
;;08111;Stuttgart, Landeshauptstadt;20;17;3;*;*;*;
;;08116;Esslingen;10;*;*;10;-;-;
;;081;Übrige Kreise (Regierungsbezirk);29;22;7;*;*;*;
;;081;Reg.-Bez. Stuttgart;59;47;12;*;*;*;
;;082;Reg.-Bez. Karlsruhe;18;9;9;*;*;-;
;;083;Reg.-Bez. Freiburg;15;10;5;*;*;-;
;;084;Reg.-Bez. Tübingen;11;8;3;*;*;-;
;;08;Baden-Württemberg;103;74;29;97;6;*;
;;09161;Ingolstadt, Stadt;14;*;*;*;*;-;
;;09162;München, Landeshauptstadt;55;41;14;42;13;4;
;;09184;München;11;6;5;11;-;-;
;;091;Übrige Kreise (Regierungsbezirk);44;38;6;*;*;*;
;;091;Oberbayern;124;98;26;108;16;5;
;;092;Niederbayern;10;*;*;*;*;-;
;;093;Oberpfalz;36;31;5;32;4;-;
;;09461;Bamberg, Stadt;44;19;25;44;-;3;
;;09462;Bayreuth, Stadt;126;77;49;54;72;*;
;;09463;Coburg, Stadt;1,615;798;817;1,595;20;76;
;;09471;Bamberg;52;46;6;*;*;-;
;;09472;Bayreuth;15;8;7;*;*;-;
;;09473;Coburg;2,647;1,555;1,092;2,565;82;63;
;;09475;Hof;24;20;4;20;4;*;
;;09476;Kronach;1,460;912;548;1,445;15;34;
;;09477;Kulmbach;57;26;31;*;*;*;
;;09478;Lichtenfels;577;355;222;573;4;5;
;;094;Übrige Kreise (Regierungsbezirk);17;12;5;17;-;*;
