Schluessel;Bezeichnung;Wohnort;Männer;Frauen;Deutsche;Ausländer;u. 20 J.;20 - u 25 J.;55 J. u älter;Arbeitsort;Wohnort gleich Arbeitsort;Einpendler;Auspendler;Zahl der Betriebe;Ahnung;was das ist
14522060;Burgstädt, Stadt;4,152;2,142;2,010;4,076;76;90;228;977;4,129;961;3,167;3,191;355;;
14522070;Claußnitz;1,173;615;558;1,167;6;41;42;336;667;195;472;978;77;;
14522080;Döbeln, Stadt;9,364;4,903;4,461;9,050;314;210;475;2,246;9,809;4,135;5,673;5,229;748;;
14522090;Dorfchemnitz;658;337;321;*;*;28;27;158;251;128;123;530;50;;
14522110;Eppendorf;1,645;826;819;1,639;6;46;62;416;794;372;422;1,273;118;;
14522120;Erlau;1,393;732;661;1,390;3;33;59;338;679;161;518;1,232;87;;
14522140;Flöha, Stadt;4,141;2,119;2,022;4,050;91;96;177;1,182;2,458;936;1,522;3,205;266;;
14522150;Frankenberg/Sa., Stadt;5,897;2,997;2,900;5,783;114;143;247;1,449;4,148;1,765;2,382;4,132;359;;
14522170;Frauenstein, Stadt;1,018;548;470;1,009;9;29;34;287;725;253;472;765;95;;
14522180;Freiberg, Universitätsstadt;15,307;8,160;7,147;14,449;853;306;814;3,265;19,528;8,460;11,061;6,847;1,169;;
14522190;Geringswalde, Stadt;1,613;853;760;1,592;20;39;56;426;1,122;428;694;1,185;117;;
14522200;Großhartmannsdorf;1,064;566;498;1,060;4;25;41;280;295;114;181;950;60;;
14522210;Großschirma, Stadt;2,435;1,298;1,137;2,388;46;52;104;625;2,155;588;1,567;1,847;166;;
14522220;Großweitzschen;1,101;573;528;1,086;15;26;34;287;964;140;824;961;87;;
14522230;Hainichen, Stadt;3,501;1,843;1,658;3,461;40;90;165;840;3,553;1,106;2,445;2,395;267;;
14522240;Halsbrücke;2,307;1,182;1,125;2,294;13;56;88;596;2,420;502;1,918;1,805;119;;
14522250;Hartha, Stadt;2,676;1,391;1,285;2,641;35;49;106;738;2,232;717;1,515;1,959;180;;
14522260;Hartmannsdorf;1,494;779;715;1,461;32;29;59;446;4,107;325;3,782;1,169;191;;
14522280;Königsfeld;660;357;303;660;;21;25;178;231;65;166;595;27;;
14522290;Königshain-Wiederau;974;516;458;962;12;23;39;253;242;106;136;868;61;;
14522300;Kriebstein;893;462;431;880;13;23;25;266;722;178;543;715;45;;
14522310;Leisnig, Stadt;3,270;1,693;1,577;3,228;42;80;138;805;3,234;1,294;1,938;1,976;255;;
14522320;Leubsdorf;1,446;772;674;1,443;3;40;66;339;704;218;486;1,228;71;;
14522330;Lichtenau;3,096;1,576;1,520;3,069;27;72;112;812;2,533;451;2,082;2,645;206;;
14522340;Lichtenberg/Erzgeb.;1,156;575;581;1,145;11;25;39;293;1,039;212;827;944;64;;
14522350;Lunzenau, Stadt;1,726;909;817;1,714;12;36;66;475;532;225;307;1,501;86;;
14522360;Mittweida, Hochschulstadt;5,479;2,884;2,595;5,269;207;106;310;1,335;8,353;2,426;5,924;3,053;419;;
14522380;Mühlau;969;516;453;933;36;29;37;244;1,407;135;1,272;834;68;;
14522390;Mulda/Sa.;897;469;428;892;5;25;26;249;802;215;587;682;73;;
14522400;Neuhausen/Erzgeb.;989;521;468;983;6;20;44;268;676;265;411;724;87;;
14522420;Niederwiesa;1,863;932;931;1,854;9;50;54;520;1,089;252;837;1,611;127;;
14522430;Oberschöna;1,484;773;711;1,479;5;25;57;371;285;127;158;1,357;48;;
14522440;Oederan, Stadt;3,403;1,792;1,611;3,358;45;88;163;838;3,241;1,137;2,104;2,266;232;;
14522450;Ostrau;1,560;859;701;1,544;16;30;50;420;1,476;414;1,062;1,146;116;;
14522460;Penig, Stadt;3,467;1,831;1,636;3,440;27;77;138;919;2,897;1,148;1,749;2,319;243;;
14522470;Rechenberg-Bienenmühle;700;364;336;*;*;21;21;210;557;206;351;494;69;;
14522480;Reinsberg;1,229;664;565;1,219;10;36;42;305;706;182;524;1,047;67;;
14522490;Rochlitz, Stadt;2,056;1,039;1,017;2,017;39;42;101;539;2,029;527;1,501;1,529;192;;
14522500;Rossau;1,404;725;679;1,392;12;37;63;363;951;160;790;1,244;85;;
14522510;Roßwein, Stadt;2,950;1,611;1,339;2,772;178;58;128;742;2,199;677;1,521;2,273;189;;
14522520;Sayda, Stadt;719;374;345;704;15;26;35;194;664;212;451;507;73;;
14522530;Seelitz;741;374;367;738;3;11;30;222;193;55;137;686;36;;
14522540;Striegistal;2,038;1,078;960;2,019;19;56;95;503;981;240;741;1,798;78;;
14522550;Taura;986;501;485;981;5;24;35;255;245;50;195;936;39;;
14522570;Waldheim, Stadt;3,405;1,784;1,621;3,343;62;66;165;761;2,835;978;1,857;2,427;249;;
14522580;Wechselburg;713;383;330;710;3;18;22;204;353;83;270;630;43;;
14522590;Weißenborn/Erzgeb.;1,139;601;538;1,131;8;22;41;278;1,144;225;919;914;46;;
14522600;Zettlitz;309;160;149;309;;6;9;84;257;50;207;259;21;;
14522620;Zschaitz-Ottewig;594;305;289;591;3;16;20;178;132;38;94;556;30;;
;;;;;;;;;;;;;;;;
14522;Mittelsachsen;122,463;64,003;58,460;119,856;2,596;2,803;5,389;30,713;110,439;82,536;27,877;39,927;8,557;;
;;;;;;;;;;;;;;;;
14523010;Adorf/Vogtl., Stadt;1,934;995;939;1,908;26;38;80;511;1,534;490;1,043;1,444;149;;
14523020;Auerbach/Vogtl., Stadt;7,208;3,709;3,499;7,076;132;166;349;1,886;5,895;2,250;3,623;4,958;547;;
14523030;Bad Brambach;578;290;288;568;10;11;26;182;446;176;270;402;40;;
14523040;Bad Elster, Stadt;1,302;634;668;1,229;73;23;46;381;1,918;559;1,358;743;136;;
14523050;Bergen;422;221;201;422;;5;16;105;47;15;32;407;15;;
14523060;Bösenbrunn;483;260;223;479;4;13;19;100;223;43;179;440;17;;
14523080;Eichigt;538;294;244;535;3;19;17;151;197;47;150;491;22;;
14523090;Ellefeld;985;512;473;976;9;26;41;243;568;90;478;895;61;;
14523100;Elsterberg, Stadt;1,497;763;734;1,471;26;22;68;417;658;274;379;1,223;104;;
14523120;Falkenstein/Vogtl., Stadt;3,133;1,613;1,520;3,081;51;77;179;752;2,884;845;2,032;2,288;248;;
14523130;Grünbach;665;325;340;*;*;15;26;169;503;102;400;563;56;;
14523150;Heinsdorfergrund;842;415;427;837;5;23;23;214;2,255;126;2,043;716;77;;
14523160;Klingenthal, Stadt;3,048;1,555;1,493;3,007;41;58;123;888;2,421;1,390;1,028;1,658;275;;
14523170;Lengenfeld, Stadt;2,892;1,491;1,401;2,845;47;66;146;763;2,562;676;1,859;2,216;193;;
14523190;Limbach;578;292;286;*;*;12;23;156;157;27;128;551;29;;
14523200;Markneukirchen, Stadt;3,177;1,612;1,565;3,093;84;71;164;787;2,376;1,249;1,126;1,928;265;;
14523230;Mühlental;557;286;271;554;3;19;18;139;210;26;182;531;23;;
14523245;Muldenhammer;1,176;629;547;1,165;11;25;44;359;489;236;253;940;84;;
14523260;Netzschkau, Stadt;1,440;735;705;1,418;22;39;72;322;1,126;235;832;1,205;117;;
14523270;Neuensalz;901;467;434;894;7;17;34;245;757;106;646;795;69;;
14523280;Neumark;1,233;630;603;1,214;19;29;45;303;1,619;248;1,338;985;81;;
14523290;Neustadt/Vogtl.;425;218;207;*;*;10;17;130;133;35;98;390;18;;
14523300;Oelsnitz/Vogtl., Stadt;4,221;2,254;1,967;4,153;68;95;207;1,061;5,438;1,454;3,967;2,767;374;;
14523310;Pausa-Mühltroff, Stadt;1,993;1,025;968;1,970;23;43;80;544;1,545;628;912;1,365;153;;
14523320;Plauen, Stadt;24,790;12,909;11,881;23,757;1,027;578;1,286;5,605;24,693;13,962;10,645;10,828;1,898;;
14523330;Pöhl;1,023;530;493;995;28;24;45;260;462;142;317;881;77;;
14523340;Reichenbach im Vogtland, Stadt;7,195;3,844;3,351;6,853;342;159;397;1,778;6,926;2,605;4,028;4,590;630;;
14523360;Rodewisch, Stadt;2,438;1,230;1,208;2,385;53;50;104;656;3,364;649;2,702;1,789;231;;
14523365;Rosenbach/Vogtl.;1,768;906;862;1,756;12;57;73;505;585;193;387;1,575;103;;
14523370;Schöneck/Vogtl., Stadt;1,313;668;645;1,277;36;19;64;327;1,675;396;1,274;917;85;;
14523380;Steinberg;1,136;575;561;1,130;6;29;65;309;1,224;312;911;824;92;;
14523410;Theuma;463;241;222;*;*;8;9;131;308;75;233;388;26;;
14523420;Tirpersdorf;643;333;310;640;3;11;16;183;549;84;463;559;31;;
14523430;Treuen, Stadt;3,219;1,692;1,527;3,162;57;76;160;779;4,286;942;3,313;2,277;252;;
14523440;Triebel/Vogtl.;550;288;262;*;*;16;24;142;86;33;53;517;22;;
14523450;Weischlitz;2,432;1,251;1,181;2,408;24;67;78;597;1,892;495;1,391;1,937;162;;
14523460;Werda;648;328;320;645;3;13;26;195;184;49;135;599;29;;
;;;;;;;;;;;;;;;;
14523;Vogtlandkreis;88,846;46,020;42,826;86,575;2,264;2,029;4,210;22,275;82,195;67,491;13,981;21,355;6,791;;
;;;;;;;;;;;;;;;;
14524010;Bernsdorf;941;489;452;933;8;17;30;264;556;89;467;852;47;;
14524020;Callenberg;2,084;1,080;1,004;2,068;16;38;95;482;964;259;702;1,825;100;;
14524030;Crimmitschau, Stadt;7,337;3,865;3,472;7,093;244;187;394;1,711;7,283;2,605;4,670;4,731;534;;
14524040;Crinitzberg;814;422;392;*;*;23;51;197;341;93;248;721;50;;
14524050;Dennheritz;614;289;325;*;*;10;29;165;231;55;176;559;32;;
14524060;Fraureuth;2,134;1,093;1,041;2,120;13;45;98;548;1,190;386;800;1,748;114;;
14524070;Gersdorf;1,695;889;806;1,689;6;33;59;452;725;222;502;1,473;104;;
14524080;Glauchau, Stadt;8,998;4,748;4,250;8,787;211;220;473;2,170;11,099;3,635;7,462;5,363;692;;
14524090;Hartenstein, Stadt;1,874;1,007;867;1,867;7;37;95;423;1,084;296;788;1,578;106;;
14524100;Hartmannsdorf b. Kirchberg;580;291;289;577;3;19;19;142;286;88;196;492;39;;
14524110;Hirschfeld;528;265;263;528;;15;31;139;335;71;262;457;38;;
14524120;Hohenstein-Ernstthal, Stadt;5,566;2,902;2,664;5,459;107;124;260;1,375;4,997;1,282;3,712;4,284;442;;
14524130;Kirchberg, Stadt;3,291;1,708;1,583;3,243;48;78;147;889;1,912;712;1,197;2,579;190;;
14524140;Langenbernsdorf;1,507;768;739;1,492;15;46;58;387;628;273;354;1,234;90;;
14524150;Langenweißbach;1,065;563;502;1,062;3;11;49;239;258;98;160;967;43;;
14524160;Lichtenstein/Sa., Stadt;4,348;2,268;2,080;4,277;70;92;211;1,093;3,020;972;2,045;3,376;283;;
14524170;Lichtentanne;2,657;1,346;1,311;2,632;25;58;94;679;1,490;322;1,166;2,335;169;;
14524180;Limbach-Oberfrohna, Stadt;9,496;4,903;4,593;9,278;216;243;493;2,020;9,004;3,060;5,941;6,435;699;;
14524190;Meerane, Stadt;5,760;3,043;2,717;5,659;101;151;315;1,417;5,507;1,729;3,774;4,031;413;;
14524200;Mülsen;4,529;2,386;2,143;4,506;23;117;198;1,221;1,935;765;1,168;3,764;254;;
14524210;Neukirchen/Pleiße;1,668;858;810;1,664;4;39;79;394;908;232;676;1,436;119;;
14524220;Niederfrohna;908;469;439;899;9;28;30;247;392;61;331;847;44;;
14524230;Oberlungwitz, Stadt;2,428;1,242;1,186;2,410;18;55;89;712;2,665;491;2,174;1,937;197;;
14524240;Oberwiera;477;256;221;470;7;11;20;118;243;58;184;419;32;;
14524250;Reinsdorf;3,163;1,647;1,516;3,134;29;73;129;787;2,814;517;2,296;2,646;177;;
14524260;Remse;750;391;359;739;11;14;20;209;705;74;631;676;29;;
14524270;Schönberg;414;221;193;410;4;11;20;104;174;38;136;376;19;;
14524280;St. Egidien;1,403;737;666;1,394;9;29;71;368;2,566;292;2,274;1,111;138;;
14524290;Waldenburg, Stadt;1,644;859;785;1,627;17;34;71;434;793;263;530;1,381;92;;
14524300;Werdau, Stadt;7,983;4,216;3,767;7,635;347;180;420;1,994;5,952;2,231;3,708;5,751;588;;
14524310;Wildenfels, Stadt;1,479;782;697;1,459;20;15;62;382;714;186;527;1,293;81;;
14524320;Wilkau-Haßlau, Stadt;3,946;2,070;1,876;3,868;78;94;173;911;2,999;623;2,371;3,323;242;;
14524330;Zwickau, Stadt;36,282;19,379;16,903;34,994;1,279;776;1,931;8,173;52,883;22,464;30,351;13,818;2,512;;
;;;;;;;;;;;;;;;;
14524;Zwickau;128,363;67,452;60,911;125,398;2,951;2,923;6,314;30,846;126,653;93,517;33,004;34,843;8,709;;
;;;;;;;;;;;;;;;;
14612000;Dresden, Stadt;225,536;116,531;109,005;212,704;12,770;3,711;13,226;37,842;265,827;169,545;96,205;55,980;14,523;;
;;;;;;;;;;;;;;;;
14625010;Arnsdorf;2,142;1,077;1,065;2,126;16;55;83;547;1,952;506;1,446;1,636;91;;
14625020;Bautzen, Stadt;14,971;7,757;7,214;14,497;473;295;840;3,499;26,220;8,049;18,155;6,922;1,439;;
14625030;Bernsdorf, Stadt;2,271;1,203;1,068;2,247;24;44;71;591;2,088;522;1,565;1,749;138;;
14625040;Bischofswerda, Stadt;3,798;1,968;1,830;3,718;79;89;134;1,067;5,189;1,356;3,832;2,442;354;;
14625060;Burkau;1,113;579;534;1,108;5;27;38;294;371;136;235;977;71;;
14625080;Crostwitz;431;218;213;*;*;10;22;105;151;46;105;385;25;;
14625090;Cunewalde;1,826;938;888;1,814;12;45;74;488;1,375;483;892;1,343;114;;
14625100;Demitz-Thumitz;1,120;582;538;1,114;6;19;38;286;311;108;203;1,012;53;;
14625110;Doberschau-Gaußig;1,809;939;870;1,796;13;56;65;451;857;224;631;1,585;87;;
14625120;Elsterheide;1,575;819;756;1,564;11;28;46;476;1,700;217;1,483;1,358;95;;
14625130;Elstra, Stadt;1,228;643;585;1,213;15;34;47;331;839;254;585;974;83;;
14625140;Frankenthal;382;208;174;382;;6;11;118;79;30;49;352;16;;
14625150;Göda;1,373;716;657;1,369;4;23;66;380;717;156;561;1,217;64;;
14625160;Großdubrau;1,469;786;683;1,460;9;57;57;408;931;285;646;1,184;104;;
14625170;Großharthau;1,067;573;494;1,063;4;26;39;307;327;106;221;961;71;;
14625180;Großnaundorf;398;190;208;398;;12;8;107;100;37;63;361;22;;
14625190;Großpostwitz/O.L.;1,101;564;537;1,092;9;28;35;275;1,207;168;1,039;933;76;;
14625200;Großröhrsdorf, Stadt;4,114;2,102;2,012;4,045;69;100;186;961;3,808;1,149;2,659;2,964;311;;
14625220;Haselbachtal;1,658;924;734;1,651;7;33;67;493;637;243;394;1,415;85;;
14625230;Hochkirch;908;475;433;902;6;14;32;245;401;131;270;777;64;;
14625240;Hoyerswerda, Stadt;11,181;5,817;5,364;10,924;256;206;488;3,091;11,083;5,289;5,794;5,892;823;;
14625250;Kamenz, Stadt;5,880;2,999;2,881;5,710;167;143;273;1,398;8,270;2,482;5,787;3,398;566;;
14625270;Königsbrück, Stadt;1,846;954;892;1,830;16;36;93;454;1,193;329;862;1,517;145;;
14625280;Königswartha;1,444;781;663;1,427;17;34;60;396;918;307;611;1,137;89;;
14625290;Kubschütz;1,036;528;508;1,026;10;24;37;256;585;110;475;926;67;;
14625300;Laußnitz;825;429;396;806;19;25;28;202;479;89;390;736;44;;
14625310;Lauta, Stadt;3,323;1,771;1,552;3,266;56;69;142;851;1,440;621;818;2,702;160;;
14625320;Lichtenberg;685;360;325;681;4;11;20;183;124;42;82;643;30;;
14625330;Lohsa;2,255;1,206;1,049;2,244;11;52;90;615;565;247;318;2,008;106;;
14625340;Malschwitz;2,060;1,094;966;2,041;19;61;76;525;1,194;376;818;1,684;112;;
14625350;Nebelschütz;589;303;286;584;5;9;20;145;614;81;533;508;27;;
14625360;Neschwitz;1,072;559;513;*;*;29;43;274;358;90;268;981;56;;
14625370;Neukirch;732;375;357;728;4;18;23;195;220;62;158;670;28;;
14625380;Neukirch/Lausitz;1,958;1,026;932;1,944;14;73;98;428;1,542;474;1,068;1,484;150;;
14625390;Obergurig;864;426;438;861;3;21;32;236;517;79;438;785;54;;
14625410;Ohorn;1,057;541;516;1,047;10;20;36;248;541;115;426;942;51;;
14625420;Oßling;1,003;551;452;998;5;22;46;257;388;148;236;855;34;;
14625430;Ottendorf-Okrilla;4,345;2,228;2,117;4,282;62;97;166;1,038;5,471;942;4,528;3,403;276;;
14625440;Panschwitz-Kuckau;943;443;500;933;10;28;35;185;644;228;416;715;68;;
14625450;Pulsnitz, Stadt;3,173;1,598;1,575;3,138;35;88;134;725;3,165;727;2,437;2,446;229;;
14625460;Puschwitz;340;188;152;*;*;7;15;89;408;60;348;280;15;;
14625470;Räckelwitz;485;236;249;*;*;9;23;132;277;87;190;398;28;;
14625480;Radeberg, Stadt;7,792;4,046;3,746;7,555;237;172;362;1,776;10,396;2,799;7,594;4,992;505;;
14625490;Radibor;1,155;612;543;*;*;16;46;352;672;173;499;982;74;;
14625500;Ralbitz-Rosenthal;801;442;359;*;*;15;41;173;271;92;179;709;38;;
14625510;Rammenau;528;270;258;*;*;12;17;137;239;49;190;479;32;;
14625525;Schirgiswalde-Kirschau, Stadt;2,574;1,348;1,226;2,555;19;49;99;681;1,484;494;990;2,080;168;;
14625530;Schmölln-Putzkau;1,082;560;522;1,075;7;29;50;325;603;103;500;979;68;;
14625540;Schönteichen;960;507;453;955;5;24;36;269;362;100;262;860;51;;
14625550;Schwepnitz;1,061;566;495;1,056;5;22;19;299;601;194;407;867;65;;
14625560;Sohland a. d. Spree;2,612;1,346;1,266;2,593;19;74;107;688;1,735;692;1,043;1,920;182;;
14625570;Spreetal;812;436;376;804;8;20;26;247;384;52;332;760;43;;
14625580;Steina;743;376;367;743;;20;13;184;118;34;84;709;24;;
14625590;Steinigtwolmsdorf;1,049;569;480;1,045;4;32;32;285;202;90;112;959;61;;
14625600;Wachau;1,996;1,021;975;1,984;12;53;56;516;3,185;226;2,959;1,770;77;;
14625610;Weißenberg, Stadt;1,253;672;581;1,239;14;33;56;288;802;250;551;1,003;96;;
14625630;Wilthen, Stadt;1,607;843;764;1,598;9;29;60;519;1,113;335;778;1,272;109;;
14625640;Wittichenau, Stadt;2,492;1,268;1,224;2,470;22;68;108;543;1,683;484;1,199;2,008;139;;
;;;;;;;;;;;;;;;;
14625;Bautzen;120,367;62,556;57,811;118,503;1,856;2,751;5,065;30,634;113,106;84,237;28,835;36,127;8,253;;
;;;;;;;;;;;;;;;;
14626010;Bad Muskau, Stadt;1,276;664;612;1,146;130;28;39;324;632;209;420;1,067;96;;
14626020;Beiersdorf;418;220;198;413;5;11;17;107;317;45;272;372;29;;
14626030;Bernstadt a. d. Eigen, Stadt;1,345;703;642;1,329;16;32;63;385;647;239;408;1,106;81;;
14626050;Bertsdorf-Hörnitz;803;394;409;796;7;15;26;252;188;60;128;743;41;;
14626060;Boxberg/O.L.;1,772;953;819;1,758;14;34;68;530;1,907;496;1,411;1,276;128;;
14626070;Dürrhennersdorf;368;194;174;350;18;6;12;93;169;50;119;318;24;;
14626085;Ebersbach-Neugersdorf, Stadt;4,149;2,189;1,960;4,085;64;127;194;1,064;3,834;1,350;2,483;2,799;367;;
14626100;Gablenz;672;342;330;667;5;9;9;236;151;53;98;619;30;;
14626110;Görlitz, Stadt;18,291;9,279;9,012;16,958;1,330;460;1,075;3,987;23,161;12,057;11,094;6,234;1,558;;
14626120;Groß Düben;468;250;218;*;*;6;17;155;171;38;133;430;34;;
14626140;Großschönau;1,832;935;897;1,815;17;50;99;492;1,641;644;997;1,188;158;;
14626150;Großschweidnitz;498;246;252;483;15;7;21;138;887;116;771;382;25;;
14626160;Hähnichen;485;256;229;481;4;9;18;127;143;48;95;437;19;;
14626170;Hainewalde;591;295;296;585;6;16;20;155;308;77;231;514;36;;
14626180;Herrnhut, Stadt;2,312;1,195;1,117;2,277;35;43;84;621;2,251;861;1,390;1,451;173;;
14626190;Hohendubrau;754;399;355;*;*;18;40;193;254;82;172;672;38;;
14626200;Horka;689;354;335;680;9;20;30;186;199;47;152;642;36;;
14626210;Jonsdorf, Kurort;539;266;273;531;8;6;12;192;229;61;168;478;40;;
14626230;Kodersdorf;1,019;531;488;1,012;7;27;36;253;1,514;189;1,324;830;68;;
14626240;Königshain;487;245;242;483;4;9;16;135;149;37;112;450;31;;
14626245;Kottmar;2,837;1,423;1,414;2,825;12;71;135;771;1,918;546;1,372;2,291;193;;
14626250;Krauschwitz i.d. O.L.;1,322;704;618;1,294;28;24;42;365;1,133;335;798;987;72;;
14626260;Kreba-Neudorf;359;193;166;*;*;7;9;109;232;40;192;319;19;;
14626270;Lawalde;784;399;385;*;*;20;38;206;346;71;275;713;44;;
14626280;Leutersdorf;1,330;673;657;1,320;10;27;63;342;862;241;621;1,089;81;;
14626290;Löbau, Stadt;5,349;2,793;2,556;5,267;82;121;264;1,340;6,820;1,972;4,848;3,377;538;;
14626300;Markersdorf;1,638;838;800;1,612;26;43;54;407;1,219;245;974;1,393;119;;
14626310;Mittelherwigsdorf;1,386;706;680;1,381;5;32;41;436;878;209;669;1,177;77;;
14626320;Mücka;412;223;189;406;6;14;22;113;202;49;153;363;23;;
14626330;Neißeaue;689;351;338;683;6;18;32;198;283;77;206;612;26;;
14626350;Neusalza-Spremberg, Stadt;1,274;671;603;1,265;9;36;60;330;928;223;705;1,051;73;;
14626370;Niesky, Stadt;3,586;1,863;1,723;3,529;56;94;186;992;3,701;1,448;2,253;2,138;302;;
14626390;Oderwitz;1,923;950;973;1,897;26;43;92;515;1,243;434;809;1,489;142;;
14626400;Olbersdorf;1,605;781;824;1,581;22;30;67;489;857;231;626;1,374;88;;
14626410;Oppach;889;450;439;880;9;18;45;224;844;146;697;743;65;;
14626420;Ostritz, Stadt;790;404;386;763;27;18;26;220;390;153;237;637;51;;
14626430;Oybin;446;209;237;442;4;10;15;134;216;53;163;393;51;;
14626440;Quitzdorf am See;460;238;222;*;*;15;16;128;157;39;118;421;27;;
14626450;Reichenbach/O.L., Stadt;1,931;996;935;1,910;21;52;78;488;1,283;374;906;1,557;116;;
14626460;Rietschen;945;500;445;936;9;23;49;255;429;217;212;728;68;;
14626470;Rosenbach;669;347;322;664;5;18;25;157;229;73;156;596;28;;
14626480;Rothenburg/O.L., Stadt;1,753;921;832;1,725;28;36;63;540;1,974;864;1,109;887;112;;
14626490;Schleife;1,026;546;480;1,020;6;15;42;288;1,168;148;1,017;878;65;;
14626500;Schönau-Berzdorf a. d. Eigen;617;327;290;610;7;11;38;152;294;91;203;526;35;;
14626510;Schönbach;449;230;219;*;*;12;12;124;252;49;203;400;28;;
14626520;Schöpstal;1,004;511;493;992;12;25;45;265;386;72;313;932;47;;
14626530;Seifhennersdorf, Stadt;1,085;546;539;1,066;19;20;43;362;1,223;352;869;733;92;;
14626560;Trebendorf;409;213;196;405;4;10;16;100;138;22;116;387;12;;
14626570;Vierkirchen;692;360;332;687;5;23;37;179;258;57;201;635;39;;
14626580;Waldhufen;1,023;541;482;1,011;12;31;50;241;397;178;218;845;64;;
14626590;Weißkeißel;500;268;232;474;26;12;15;175;330;41;289;459;26;;
14626600;Weißwasser/O.L., Stadt;5,682;2,946;2,736;5,535;147;100;289;1,700;5,765;2,584;3,179;3,098;450;;
14626610;Zittau, Stadt;8,831;4,625;4,206;8,501;330;201;520;2,015;11,750;4,904;6,845;3,927;844;;
;;;;;;;;;;;;;;;;
14626;Görlitz;92,463;47,656;44,807;89,796;2,661;2,163;4,425;23,985;86,857;73,929;12,898;18,531;7,029;;
;;;;;;;;;;;;;;;;
14627010;Coswig, Stadt;8,170;4,225;3,945;7,844;325;190;409;2,026;6,104;1,896;4,205;6,274;501;;
14627020;Diera-Zehren;1,429;720;709;1,399;30;24;34;426;507;155;352;1,274;95;;
14627030;Ebersbach;2,033;1,082;951;2,014;19;69;95;472;938;358;580;1,675;109;;
14627040;Glaubitz;797;428;369;791;6;16;29;210;1,099;79;1,019;718;62;;
14627050;Gröditz, Stadt;2,713;1,494;1,219;2,672;41;48;121;748;2,523;892;1,628;1,821;178;;
14627060;Großenhain, Stadt;6,612;3,473;3,139;6,462;148;163;292;1,876;6,591;2,766;3,821;3,846;584;;
14627070;Hirschstein;887;476;411;864;23;21;30;250;223;126;97;761;33;;
14627080;Käbschütztal;1,192;633;559;1,185;7;31;46;307;372;151;221;1,041;57;;
14627100;Klipphausen;4,492;2,273;2,219;4,424;68;89;146;1,111;4,639;903;3,733;3,589;283;;
14627110;Lampertswalde;1,102;592;510;1,094;8;33;32;315;1,331;249;1,081;853;72;;
14627130;Lommatzsch, Stadt;1,954;1,045;909;1,920;34;58;87;478;1,580;660;919;1,294;141;;
14627140;Meißen, Stadt;10,383;5,409;4,974;10,036;344;255;634;2,319;13,418;4,428;8,988;5,955;915;;
14627150;Moritzburg;3,305;1,613;1,692;3,264;39;84;106;834;2,578;346;2,230;2,959;238;;
14627170;Niederau;1,763;895;868;1,740;22;39;63;438;1,238;192;1,046;1,571;95;;
14627180;Nossen, Stadt;4,318;2,321;1,997;4,207;110;124;223;1,011;4,940;1,386;3,552;2,932;342;;
14627190;Nünchritz;2,301;1,207;1,094;2,281;20;59;85;640;2,531;691;1,838;1,610;127;;
14627200;Priestewitz;1,508;818;690;1,481;27;37;46;362;514;181;333;1,327;68;;
14627210;Radebeul, Stadt;13,318;6,527;6,791;12,916;399;254;454;2,940;13,964;3,177;10,785;10,139;1,048;;
14627220;Radeburg, Stadt;3,185;1,623;1,562;3,126;59;61;116;827;3,997;973;3,022;2,212;241;;
14627230;Riesa, Stadt;11,129;5,956;5,173;10,782;347;205;517;2,835;13,097;5,935;7,148;5,194;873;;
14627240;Röderaue;1,073;571;502;1,067;6;28;38;296;313;129;183;944;45;;
14627250;Schönfeld;787;423;364;765;22;14;26;225;492;110;382;677;49;;
14627260;Stauchitz;1,184;636;548;1,156;28;33;42;347;390;148;242;1,036;69;;
14627270;Strehla, Stadt;1,572;808;764;1,559;13;32;64;419;823;307;516;1,265;113;;
14627290;Thiendorf;1,570;844;726;1,485;84;36;61;454;1,673;315;1,357;1,255;91;;
14627310;Weinböhla;4,346;2,196;2,150;4,305;41;89;153;1,025;1,483;477;1,006;3,869;235;;
14627340;Wülknitz;743;412;331;705;38;18;28;194;452;105;347;638;44;;
14627360;Zeithain;2,358;1,249;1,109;2,319;39;41;71;657;1,905;418;1,483;1,940;125;;
;;;;;;;;;;;;;;;;
14627;Meißen;96,224;49,949;46,275;93,863;2,347;2,151;4,048;24,042;89,715;60,503;29,164;35,719;6,833;;
;;;;;;;;;;;;;;;;
14628010;Altenberg, Stadt;3,156;1,606;1,550;3,106;50;93;123;841;2,205;1,318;883;1,834;242;;
14628020;Bad Gottleuba-Berggießhübel;2,251;1,142;1,109;2,220;31;42;101;553;1,592;562;1,030;1,610;142;;
14628030;Bad Schandau, Stadt;1,338;681;657;1,310;27;30;72;376;1,403;394;1,009;944;166;;
14628040;Bahretal;945;479;466;939;6;24;41;234;319;93;226;845;46;;
14628050;Bannewitz;4,334;2,153;2,181;4,282;52;72;151;1,158;1,987;489;1,497;3,845;239;;
14628060;Dippoldiswalde, Stadt;4,991;2,508;2,483;4,927;64;128;184;1,334;5,452;2,030;3,421;2,961;486;;
14628070;Dohma;847;410;437;844;3;22;30;190;303;49;254;790;41;;
14628080;Dohna, Stadt;2,693;1,371;1,322;2,645;47;66;105;667;2,541;398;2,143;2,294;176;;
14628090;Dorfhain;423;217;206;*;*;13;18;122;129;30;99;393;24;;
14628100;Dürrröhrsdorf-Dittersbach;1,827;939;888;1,816;11;36;74;473;1,011;321;690;1,506;115;;
