id,count,relative_density,density,area
263445,2430.0,45.946242981492894,0.0024266322766192104,1001387.8177642479
270305,2780.0,66.97263721583437,0.002776235842066546,1001355.8494838291
269777,1450.0,-12.922861268172097,0.0014478220959007308,1001504.2622332091
263446,1780.0,6.905554573141188,0.0017775070051646163,1001402.5232126457
263444,1720.0,3.3050254855257437,0.001717641400415737,1001373.1618157853
269778,1750.0,5.091514733511244,0.0017473451624477924,1001519.3549673314
277296,0.0,-100.0,0.0,1001441.4048602028
277297,790.0,-52.55570006562351,7.888512044599875E-4,1001456.289264081
270833,1440.0,-13.49818455604198,0.001438256258292888,1001212.399874541
270831,4020.0,141.4910015358463,0.004015244564495535,1001184.3451695357
270834,1550.0,-6.89171836686865,0.001548101251637968,1001226.501406173
270832,1900.0,14.135941726947927,0.0018977258643928408,1001198.34779608
277298,1080.0,-35.14040526312664,0.001078413413196917,1001471.2231725489
263447,950.0,-42.9445053658712,9.48655491290776E-4,1001417.2781600563
262915,100.0,-93.99261182247494,9.988418853379843E-5,1001159.4574466847
270307,12930.0,676.5802702331544,0.01291211552031803,1001385.0929116788
263443,210.0,-87.38699314227436,2.097150904395512E-4,1001358.5553612363
277294,570.0,-65.76651542063246,5.691964172861474E-4,1001411.7845605635
277295,1070.0,-35.738091781172805,0.0010684757445981105,1001426.5699615509
270830,3300.0,98.24164468604533,0.0032961422215317788,1001170.3919943201
270303,3320.0,99.41195523925174,0.0033156008475577936,1001326.8039925393
270302,5860.0,251.97919260755785,0.005852319676280938,1001312.3554665323
270308,10490.0,530.0237806697926,0.010475336740287649,1001399.7888636799
262916,720.0,-56.747406268936814,7.191561622357428E-4,1001173.3720832396
270304,1000.0,-39.937027699934305,9.986604946830135E-4,1001341.3019981447
270306,12930.0,676.5916288188271,0.012912304378284136,1001370.4464514967
278348,510.0,-69.37276278424636,5.092357353854278E-4,1001500.8071143981
263977,0.0,-100.0,0.0,1001675.4652080312
277820,100.0,-93.99394778825715,9.986197557633297E-5,1001382.1519439251
277292,0.0,-100.0,0.0,1001382.3622369701
270829,750.0,-54.94445504557369,7.491336357383519E-4,1001156.4882690045
262914,690.0,-58.54844750673068,6.892104458550408E-4,1001145.5922493741
270300,8610.0,417.17198985430775,0.00859896231315107,1001283.6068407986
264495,590.0,-64.57688401659905,5.889762889932481E-4,1001738.1192178411
269782,100.0,-93.99513552525664,9.984222720268363E-5,1001580.2211322479
269244,570.0,-65.77175741093485,5.691092592846692E-4,1001565.1488722049
269780,620.0,-62.768705298965074,6.190406794733988E-4,1001549.688992034
269246,150.0,-90.99284322183183,1.4976101413754128E-4,1001595.781544583
270835,470.0,-71.76756524187898,4.6941761591142914E-4,1001240.6523931576
277300,250.0,-84.98665490568023,2.4962525270704573E-4,1001501.2395135922
270837,2970.0,78.39989081755847,0.002966235542343676,1001269.1027406913
278346,530.0,-68.17074078562464,5.292216241584035E-4,1001470.7937205594
263451,0.0,-100.0,0.0,1001476.7929731202
277818,560.0,-66.36512606229705,5.592433833846496E-4,1001352.9290427563
277822,3130.0,87.98391121472363,0.003125588005006843,1001411.5727940117
263979,0.0,-100.0,0.0,1001706.8062194438
