id,count,relative_density,density,area
263445,410.0,-4.223739696992078,4.094317832978915E-4,1001387.8177642479
270305,790.0,84.55039314173109,7.889303292203494E-4,1001355.8494838291
269777,910.0,112.5518615586181,9.086331774273552E-4,1001504.2622332091
263446,530.0,23.8065183820882,5.292577037849701E-4,1001402.5232126457
263444,130.0,-69.63147300216664,1.2982173375235222E-4,1001373.1618157853
269778,530.0,23.792075792723978,5.291959634841886E-4,1001519.3549673314
277296,60.0,-85.98471190460472,5.99136401878408E-5,1001441.4048602028
277297,160.0,-62.626453894559,1.5976733254885822E-4,1001456.289264081
270833,370.0,-13.552621692014075,3.695519552558115E-4,1001212.399874541
270831,740.0,72.89960138948156,7.391246213250488E-4,1001184.3451695357
270834,170.0,-60.28149370446538,1.6979175017964808E-4,1001226.501406173
270832,720.0,68.22428639442957,7.191382222962344E-4,1001198.34779608
277298,410.0,-4.231716219842938,4.093976846395704E-4,1001471.2231725489
263447,600.0,40.156257594846814,5.991508366047007E-4,1001417.2781600563
262915,90.0,-78.97114736012885,8.989576968041858E-5,1001159.4574466847
270307,1310.0,206.0176643972414,0.0013081880380213936,1001385.0929116788
263443,200.0,-53.27850773455843,1.997286575614773E-4,1001358.5553612363
277294,40.0,-90.65619823521973,3.994360823060683E-5,1001411.7845605635
277295,90.0,-78.97675642811434,8.987179160171024E-5,1001426.5699615509
270830,580.0,35.517792458425575,5.793219662086157E-4,1001170.3919943201
270303,1130.0,163.9848018067203,0.0011285026981145503,1001326.8039925393
270302,1260.0,194.35898217585424,0.0012583485993368571,1001312.3554665323
270308,1390.0,224.70100084972887,0.001388057013250699,1001399.7888636799
262916,60.0,-85.98095975068924,5.9929680186311905E-5,1001173.3720832396
270304,820.0,91.56141888298417,8.189016056400711E-4,1001341.3019981447
270306,990.0,131.26864040866602,9.886451148106183E-4,1001370.4464514967
278348,160.0,-62.628115191204515,1.5976023070915382E-4,1001500.8071143981
263977,30.0,-92.99399342038483,2.994982011840482E-5,1001675.4652080312
277820,50.0,-88.31990217010988,4.9930987788166486E-5,1001382.1519439251
277292,40.0,-90.65592369836999,3.994478184201758E-5,1001382.3622369701
270829,490.0,14.490759477901555,4.894339753490566E-4,1001156.4882690045
262914,80.0,-81.30742766628887,7.990845749043951E-5,1001145.5922493741
270300,1490.0,248.10117164914698,0.001488089877653321,1001283.6068407986
264495,30.0,-92.9944316131585,2.994794689796177E-5,1001738.1192178411
269782,240.0,-43.946617540404134,2.396213452864407E-4,1001580.2211322479
269244,310.0,-27.59662476226936,3.095155620671008E-4,1001565.1488722049
269780,250.0,-41.609279957032854,2.4961317720701565E-4,1001549.688992034
269246,320.0,-25.263317819337278,3.194901634934214E-4,1001595.781544583
270835,260.0,-39.254907745061814,2.596778300786629E-4,1001240.6523931576
277300,120.0,-71.97109849491576,1.1982012129938196E-4,1001501.2395135922
270837,610.0,42.51328230054089,6.092268285621691E-4,1001269.1027406913
278346,210.0,-50.94793117560145,2.096915869306882E-4,1001470.7937205594
263451,100.0,-76.64201191305115,9.985253847283509E-5,1001476.7929731202
277818,100.0,-76.63912260986352,9.9864889890116E-5,1001352.9290427563
277822,110.0,-74.30453971308656,1.098449458628603E-4,1001411.5727940117
263979,50.0,-88.32368770263837,4.991480510021263E-5,1001706.8062194438
269248,160.0,-62.6328091358536,1.5974016467063554E-4,1001626.6123795491
269772,1350.0,215.34771792213593,0.001348072874210204,1001429.5412560133
269776,780.0,82.19004651683316,7.788401364651123E-4,1001489.2190073202
269774,1140.0,166.28572047118422,0.0011383388436169372,1001459.2811203601
269770,1430.0,234.0448443107946,0.0014280007997278198,1001399.9994065559
271367,250.0,-41.58472187622296,2.497181599949065E-4,1001128.6323954144
263967,270.0,-36.93626207226817,2.6958975637067354E-4,1001521.7330022079
263969,320.0,-25.260057007116988,3.19504103066319E-4,1001552.0831467321
263971,190.0,-55.62451234188705,1.896997751749152E-4,1001582.631422773
277828,180.0,-57.956638667090246,1.7973022074479808E-4,1001501.023334217
263975,30.0,-92.99377559194522,2.99507513083071E-5,1001644.322414017
277824,70.0,-83.64882707378437,6.989926176917578E-5,1001441.1916274149
263973,70.0,-83.65163798503859,6.988724546780971E-5,1001613.3778264623
277826,450.0,5.111553513662435,4.493390185016337E-4,1001471.008461652
270313,1180.0,175.62502504732512,0.001178263226916871,1001474.0111067316
264492,40.0,-90.65880170972565,3.993247869593556E-5,1001690.8868737795
270297,400.0,-6.546030819327302,3.9950427315554036E-4,1001240.8549238887
263965,190.0,-55.620477950465244,1.8971702170416082E-4,1001491.580951974
263436,310.0,-27.574392070663915,3.096106041009277E-4,1001257.6956147967
264493,0.0,-100.0,0.0,1001706.5814249425
270840,1360.0,217.72087158034475,0.0013582178154643975,1001312.1492851228
278345,70.0,-83.64906659120223,6.989823786154754E-5,1001455.86128586
276762,380.0,-11.239170644707716,3.794416751600378E-4,1001471.4378427903
263452,120.0,-71.97083418260976,1.1982125120212039E-4,1001491.7954543647
276759,80.0,-81.31267634522946,7.98860200307621E-5,1001426.7824231826
269784,250.0,-41.61285136070664,2.4959790989369175E-4,1001610.9514157369
270839,1080.0,152.31137905875252,0.0010786002454841199,1001297.7509709836
269240,730.0,70.50859948485295,7.289033810032443E-4,1001504.4778571974
269241,550.0,28.463447127267983,5.491655038473023E-4,1001519.5713256777
262400,290.0,-32.238503468849295,2.8967209907663946E-4,1001131.9727526598
276763,110.0,-74.30646014311525,1.0983673625967826E-4,1001486.4219921443
268711,150.0,-64.96826631065052,1.4975637126642672E-4,1001626.8338469544
