id,count,relative_density,density,area
263445,730.0,-39.23897896373226,7.289882970913677E-4,1001387.8177642479
270305,2850.0,137.22525804100755,0.002846141061111387,1001355.8494838291
269777,3760.0,212.92448764835729,0.003754352469370171,1001504.2622332091
263446,1810.0,50.65182612744612,0.0018074649883977278,1001402.5232126457
263444,120.0,-90.01174076840725,1.1983544654063282E-4,1001373.1618157853
269778,990.0,-17.608889838338264,9.884981204704654E-4,1001519.3549673314
277296,40.0,-96.67080713884538,3.994242679189387E-5,1001441.4048602028
277297,150.0,-87.51571232439203,1.4978187426455459E-4,1001456.289264081
270833,500.0,-58.37557075373046,4.993945341294749E-4,1001212.399874541
270831,2620.0,118.11812108001422,0.0026169006863130105,1001184.3451695357
270834,290.0,-75.85817106168241,2.896447503064585E-4,1001226.501406173
270832,1870.0,55.67755032517388,0.0018677617717971643,1001198.34779608
277298,1910.0,58.96422589768348,0.0019071940918575108,1001471.2231725489
263447,1060.0,-11.774263647268617,0.0010584998113349713,1001417.2781600563
262915,0.0,-100.0,0.0,1001159.4574466847
270307,7070.0,488.4679282885641,0.007060220938023856,1001385.0929116788
263443,10.0,-99.16763292277396,9.986432878073866E-6,1001358.5553612363
277294,0.0,-100.0,0.0,1001411.7845605635
277295,0.0,-100.0,0.0,1001426.5699615509
270830,980.0,-18.41269551783558,9.788543566973161E-4,1001170.3919943201
270303,2240.0,86.45613750413978,0.002237031897147427,1001326.8039925393
270302,3420.0,184.6826748770066,0.0034155176267714692,1001312.3554665323
270308,5150.0,328.6513939527194,0.00514280116420223,1001399.7888636799
262916,30.0,-97.50243688888676,2.9964840093155953E-5,1001173.3720832396
270304,1760.0,46.4991297652302,0.0017576424706421036,1001341.3019981447
270306,6720.0,459.3440337092784,0.006710803203562985,1001370.4464514967
278348,360.0,-70.03904143643918,3.594605190955961E-4,1001500.8071143981
263977,0.0,-100.0,0.0,1001675.4652080312
277820,0.0,-100.0,0.0,1001382.1519439251
277292,0.0,-100.0,0.0,1001382.3622369701
270829,940.0,-21.74170276845729,9.389141567920677E-4,1001156.4882690045
262914,400.0,-66.69823448521176,3.9954228745219753E-4,1001145.5922493741
270300,4970.0,313.71740282029407,0.004963628652306715,1001283.6068407986
264495,40.0,-96.67179324419797,3.993059586394902E-5,1001738.1192178411
269782,160.0,-86.68507422338553,1.5974756352429378E-4,1001580.2211322479
269244,330.0,-72.53755231763478,3.2948430800691376E-4,1001565.1488722049
269780,560.0,-53.39633911730497,5.591335169437151E-4,1001549.688992034
269246,190.0,-84.1887712813415,1.8969728457421894E-4,1001595.781544583
270835,0.0,-100.0,0.0,1001240.6523931576
277300,10.0,-99.16775151033652,9.98501010828183E-6,1001501.2395135922
270837,650.0,-45.89130638257986,6.491761287957539E-4,1001269.1027406913
278346,180.0,-85.01907176351476,1.7973564594058987E-4,1001470.7937205594
263451,30.0,-97.50319358422612,2.995576154185053E-5,1001476.7929731202
277818,430.0,-64.20801457538249,4.294190265274988E-4,1001352.9290427563
277822,0.0,-100.0,0.0,1001411.5727940117
263979,0.0,-100.0,0.0,1001706.8062194438
269248,10.0,-99.16785568226749,9.983760291914721E-6,1001626.6123795491
269772,6320.0,426.0187035580178,0.0063109781963025845,1001429.5412560133
269776,3220.0,167.98723018507152,0.0032152118454072585,1001489.2190073202
269774,4700.0,291.173178536986,0.004693151372806671,1001459.2811203601
269770,7100.0,490.9561664444082,0.007090073900746517,1001399.9994065559
271367,440.0,-63.367437361742894,4.3950396159103536E-4,1001128.6323954144
263967,1410.0,17.344635846365396,0.0014078576166024063,1001521.7330022079
263969,490.0,-59.22189420567477,4.89240657820301E-4,1001552.0831467321
263971,250.0,-79.19547853986579,2.4960496733541474E-4,1001582.631422773
277828,290.0,-75.86478859004458,2.895653556443969E-4,1001501.023334217
263975,200.0,-83.35740790757869,1.99671675388714E-4,1001644.322414017
277824,0.0,-100.0,0.0,1001441.1916274149
263973,80.0,-93.3427574955915,7.987113767749681E-5,1001613.3778264623
277826,2270.0,88.92611002728052,0.0022666657155526854,1001471.008461652
270313,3610.0,200.44987327702694,0.0036046866518389025,1001474.0111067316
264492,0.0,-100.0,0.0,1001690.8868737795
270297,890.0,-25.91062160565178,8.888970077710773E-4,1001240.8549238887
263965,140.0,-88.34840877579185,1.3979148967675008E-4,1001491.580951974
263436,690.0,-42.56088623678733,6.891332800956132E-4,1001257.6956147967
264493,0.0,-100.0,0.0,1001706.5814249425
270840,3730.0,210.48730875480675,0.0037251120968251486,1001312.1492851228
278345,120.0,-90.01256559132493,1.1982555061979578E-4,1001455.86128586
276762,1290.0,7.363249974651488,0.0012881046340959177,1001471.4378427903
263452,140.0,-88.34841127136315,1.397914597358071E-4,1001491.7954543647
276759,40.0,-96.67075852729054,3.994301001538105E-5,1001426.7824231826
269784,920.0,-23.441525736221262,9.185203084087857E-4,1001610.9514157369
270839,3080.0,156.38462794638116,0.003076008107491749,1001297.7509709836
269240,2930.0,143.8480189914301,0.0029255985018349392,1001504.4778571974
269241,1380.0,14.848189354072497,0.0013779061732895948,1001519.5713256777
262400,1430.0,19.055431335000126,0.0014283831092399809,1001131.9727526598
276763,0.0,-100.0,0.0,1001486.4219921443
268711,0.0,-100.0,0.0,1001626.8338469544
270298,1330.0,10.716264776164696,0.001328332867733043,1001255.0560988543
270827,1120.0,-6.753495244893242,0.0011187371369314766,1001128.8291295909
270310,4950.0,311.992584467788,0.00494293491852573,1001429.3292529082
270314,3350.0,178.80665024633998,0.0033450192527132096,1001489.004071576
