ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	41.93422428046671	41.93422428046671	41.93422428046671	41.93422428046671
1	41.9362379419944	41.93529734181368	41.935767641904036	41.9362379419944
2	41.93630430116791	41.935363700987196	41.93583400107755	41.93630430116791
3	41.93717854217512	41.93561087702078	41.93639470959795	41.93717854217512
4	41.937443902381695	41.93561087702078	41.93652738970124	41.937443902381695
5	41.937443902381695	41.93561087702078	41.93652738970124	41.937443902381695
6	41.937443902381695	41.93561087702078	41.93652738970124	41.937443902381695
7	41.937443902381695	41.93561087702078	41.93657161640233	41.937443902381695
8	41.937443902381695	41.93561087702078	41.93657161640233	41.937443902381695
9	41.937443902381695	41.93561087702078	41.93657161640233	41.937443902381695
10	41.937443902381695	41.93561087702078	41.93657161640233	41.937443902381695
11	41.937443902381695	41.93561087702078	41.93657161640233	41.937443902381695
12	41.937443902381695	41.93561087702078	41.93657161640233	41.937443902381695
13	41.937443902381695	41.93561087702078	41.93657161640233	41.937443902381695
14	41.938070967355316	41.93561087702078	41.93688514888915	41.938070967355316
15	41.938070967355316	41.93561087702078	41.93688514888915	41.938070967355316
16	41.938070967355316	41.93561087702078	41.93688514888915	41.938070967355316
17	41.938070967355316	41.93561087702078	41.93704191558594	41.938070967355316
18	41.938070967355316	41.93561087702078	41.93704191558594	41.938070967355316
19	41.938070967355316	41.93561087702078	41.93714642641488	41.938070967355316
20	41.938070967355316	41.93561087702078	41.93714642641488	41.938070967355316
21	41.938070967355316	41.93561087702078	41.93714642641488	41.938070967355316
22	41.938070967355316	41.93592440860085	41.937459958448315	41.938384498935385
23	41.938070967355316	41.93561087702078	41.937146426868246	41.938070967355316
24	41.938070967355316	41.93561087702078	41.937146426868246	41.938070967355316
25	41.938070967355316	41.93561087702078	41.937250937697186	41.938070967355316
26	41.938070967355316	41.93561087702078	41.937250937697186	41.938070967355316
27	41.938070967355316	41.93561087702078	41.937250937697186	41.938070967355316
28	41.938070967355316	41.93561087702078	41.93745995890169	41.938384498935385
29	41.938384498935385	41.93561087702078	41.93745995890169	41.938384498935385
30	41.938384498935385	41.93561087702078	41.93745995890169	41.938384498935385
31	41.938384498935385	41.93561087702078	41.93745995890169	41.938384498935385
32	41.938384498935385	41.93561087702078	41.93752266548973	41.938384498935385
33	41.937443902381695	41.9352973454407	41.937271839953645	41.938384498935385
