Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
80	15:33:23	15:33:23	15:33:23	15:33:23	15:33:23	15:33:23	15:33:23	15:33:23	15:33:23	15:33:23	15:33:25	15:33:25	15:33:25	15:33:25	15:33:25	15:33:25	15:33:25	15:33:25	15:33:26	15:33:26		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02
81	15:33:26	15:33:26	15:33:26	15:33:26	15:33:26	15:33:26			15:33:26	15:33:26	15:33:28	15:33:28	15:33:28	15:33:28	15:33:28	15:33:28			15:33:29	15:33:29		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
82	15:33:29	15:33:29	15:33:29	15:33:29	15:33:29	15:33:29			15:33:29	15:33:29	15:33:31	15:33:31	15:33:31	15:33:31	15:33:31	15:33:31			15:33:32	15:33:32		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
83	15:33:32	15:33:32	15:33:32	15:33:32	15:33:32	15:33:32			15:33:32	15:33:32	15:33:34	15:33:34	15:33:34	15:33:34	15:33:34	15:33:34			15:33:35	15:33:35		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
84	15:33:35	15:33:35	15:33:35	15:33:35	15:33:35	15:33:35			15:33:35	15:33:35	15:33:37	15:33:37	15:33:37	15:33:37	15:33:37	15:33:37			15:33:38	15:33:38		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
85	15:33:38	15:33:38	15:33:38	15:33:38	15:33:38	15:33:38			15:33:38	15:33:38	15:33:40	15:33:40	15:33:40	15:33:40	15:33:40	15:33:40			15:33:40	15:33:40		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
86	15:33:41	15:33:41	15:33:41	15:33:41	15:33:41	15:33:41			15:33:41	15:33:41	15:33:42	15:33:42	15:33:42	15:33:42	15:33:42	15:33:42			15:33:44	15:33:44		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
87	15:33:44	15:33:44	15:33:44	15:33:44	15:33:44	15:33:44			15:33:44	15:33:44	15:33:46	15:33:46	15:33:46	15:33:46	15:33:46	15:33:46			15:33:47	15:33:47		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
88	15:33:47	15:33:47	15:33:47	15:33:47	15:33:47	15:33:47			15:33:47	15:33:47	15:33:49	15:33:49	15:33:49	15:33:49	15:33:49	15:33:49			15:33:50	15:33:50		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
89	15:33:50	15:33:50	15:33:50	15:33:50	15:33:50	15:33:50			15:33:50	15:33:50	15:33:51	15:33:51	15:33:51	15:33:51	15:33:51	15:33:51			15:33:53	15:33:53		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
90	15:33:53	15:33:53	15:33:53	15:33:53	15:33:53	15:33:53	15:33:53	15:33:53	15:33:53	15:33:53	15:33:55	15:33:55	15:33:55	15:33:55	15:33:55	15:33:55	15:33:55	15:33:55	15:33:56	15:33:56		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:01	00:00:02
91	15:33:56	15:33:56	15:33:56	15:33:56	15:33:56	15:33:56			15:33:56	15:33:56	15:33:57	15:33:57	15:33:57	15:33:57	15:33:57	15:33:57			15:33:58	15:33:58		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
92	15:33:59	15:33:59	15:33:59	15:33:59	15:33:59	15:33:59			15:33:59	15:33:59	15:34:00	15:34:00	15:34:00	15:34:00	15:34:00	15:34:00			15:34:01	15:34:01		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
93	15:34:01	15:34:01	15:34:01	15:34:01	15:34:01	15:34:01			15:34:01	15:34:01	15:34:03	15:34:03	15:34:03	15:34:03	15:34:03	15:34:03			15:34:04	15:34:04		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
94	15:34:04	15:34:04	15:34:04	15:34:04	15:34:04	15:34:04			15:34:04	15:34:04	15:34:06	15:34:06	15:34:06	15:34:06	15:34:06	15:34:06			15:34:07	15:34:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
95	15:34:07	15:34:07	15:34:07	15:34:07	15:34:07	15:34:07			15:34:07	15:34:07	15:34:09	15:34:09	15:34:09	15:34:09	15:34:09	15:34:09			15:34:10	15:34:10		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
96	15:34:10	15:34:10	15:34:10	15:34:10	15:34:10	15:34:10			15:34:10	15:34:10	15:34:12	15:34:12	15:34:12	15:34:12	15:34:12	15:34:12			15:34:13	15:34:13		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
97	15:34:13	15:34:13	15:34:13	15:34:13	15:34:13	15:34:13			15:34:13	15:34:13	15:34:16	15:34:16	15:34:16	15:34:16	15:34:16	15:34:16			15:34:17	15:34:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
98	15:34:17	15:34:17	15:34:17	15:34:17	15:34:17	15:34:17			15:34:17	15:34:17	15:34:19	15:34:19	15:34:19	15:34:19	15:34:19	15:34:19			15:34:20	15:34:20		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
99	15:34:20	15:34:20	15:34:20	15:34:20	15:34:20	15:34:20			15:34:20	15:34:20	15:34:21	15:34:21	15:34:21	15:34:21	15:34:21	15:34:21			15:34:23	15:34:23		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
100	15:34:23	15:34:23	15:34:23	15:34:23	15:34:23	15:34:23	15:34:23	15:34:23	15:34:23	15:34:23	15:34:24	15:34:24	15:34:24	15:34:24	15:34:24	15:34:24	15:34:24	15:34:24	15:34:25	15:34:25		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02
